name,definition,type,group,examples,hashtags,origin,synonyms
Йогнутый,"человек, увлекающийся йогой — индийской медитативной экстремальной духовной и физической практикой.","-ая, -ые",NonNone,"В жару сесть в шортах на черную раскаленную поверхность сидений может только йогнутый.  • Я тебя, Вшиванатан Онанг йогнутый, с Кришной твоим гумозным...  • Йогнутый кастанеднутый диаблеро.  •  Я последние 32 года своей жизни йогнутый кунфуист и качок.  • Наш йогнутый друг занимается изготовлением статуэток Будды.  •  Немножечко православный, немножечко йогнутый, немножечко дзенствующий, по пятницам хороший друг зеленого змия (прости меня господи), а на работе я атеист. ",#Общие ,NonNone,йоганутый
Йожег,"ёжик, ёж - название животного.","-а, м. ",(каменты),Без руки аффтара в кадре ну никак не обошлось - йожег наотрез отказывался фотографироваться.  • Йожег в тумане.  • Йожег прикольное жывотное!  • А йожега мы отпустили на даче в малину! ,#Падонки ,NonNone,"йожик, йожыг, йожегг"
Йоклмн опртс,"восклицание при внезапном возникновении проблемы, досада, возглас выражения эмоций.","междометие, эвфемизм",NonNone,"Йоклм опрст, пошли дурака за бутылкой водки, он и принесет одну. • В общем ЁКЛМН, даже ОПРСТ.  • Ёклмн....опрст. короче,не буду матюкаться!  • Еклмн-опрст, опять подозрения?  • Мой телефон перестает принимать сигнал - еклмн опрст. ",#Общие ,NonNone,йоклмн опртс
Йоко,"Видеоблоггер, которые рассказывает про челкастых в обществе, но не является представителем какой-либо субкультуры.",сущ. ,(челкастые),Йоко сделала обзор на педовок. ,#Интернет ,NonNone,NonNone
Йоло,живем только один раз - надо все попробовать.,предикатив ,"(интернет, социальные сети)",NonNone,#Общие ,"""You only live once."" (англ) - живем только один раз.",NonNone
йонкома,"Вид комикса, в котором есть всего четыре кадра.","сущ., ж.р. ","(художники, фанаты)",-Я вчера нарисовал йонкому. ,#Аниме ,NonNone,комиксы.
Йопань,"ерунда, чепуха, нечто, не стоящее внимания, неправильное, недостойное.","ни, ж.",NonNone,"Йопань всякую пишут на стену... И в этот словарь. Это ли не ппц?..  • Зачем в игре всякую йопань собирать и загадки Нигмы отгадывать?  • Сжечь эту йопань в аццком пламени!!!  • Редкостная йопань!  • Монитор глючит, что за йопань!?  • Трачу очень много бабак на всякую йопань.  • Всё йопань!  • Когда человек делом не занят —  в башку всякая йопань лезет. ",#Интернет ,NonNone,"фигня, херня."
Йопта,"возглас, выражающий эмоции.",предикатив ,(каменты),"Ну, йопт, мещанский отстой.  • Партизаны в городе, йопт!   • Йопте, кто это спит рядом?!  • Кризис в стране, йопте! ",#Падонки ,"Искаж., сокр., эвфемизм.","йопт, йобз, йопте"
Йоу,"возглас выражения эмоций, также используется как оклик и приветствие.",междометие ,(рэперы),"Йоу-йоу-йоу, респект, братва.  • Йоу, йоу абудствуем всех вас и почитаем!  • Йоу-йоу-йоу-йоу разбуди меня, моя весна!  • Йоу-йоу-йоу, всем доброго времени суток.  • Йоу, привет ребята, хочу рассказать Вам чем занималась все эти 3 дня. ",#Рэперы ,NonNone,NonNone
Йоу,"круто, клево.",нареч. и предикатив ,(муз.),NonNone,#Музыка ,NonNone,NonNone
Йоу рэп,"Синоним слова ""лол"" 
используют для заполнения пустоты в разговорах.",сущ. муж. р. ,(Реперысвинарник),Йоу рэп как дела. ,#Рэперы #Музыка #СлэнгФанатов ,NonNone,NonNone
Йоу фака леке то,"Приветствие Украинского Видеоблогера YanGo
(Ян Гордиенко).",NonNone,NonNone,NonNone,#Общие ,NonNone,NonNone
йоши сити,"Йоши сити - это НЕСУЩЕСТВУЮЩИЙ город, который Yung Lean употребляет в тексте своего сингла &lt;&gt;.
Также испольнитель упомянул в своем треке, что Йоши сити - это Стокгольм, в котором он проживает, а именно версия этого города в руинах.",Город Yoshi ,(Интернет),"&lt;&gt;
&lt;&lt;Стокгольм сгорит в огне...и будет догорать в Йоши сити&gt;&gt;. ",#Музыка ,Сингл Yung Lean - Yoshi City.,NonNone
Йошка,"город Йошкар-Ола — столица Республики Марий Эл, Россия.","-и, ж. ",(топоним),"Подробнее про погоду и климат в городе Йошка.  • Мне у Вас в Йошке очень понравилось!  • Был в Йошке, а купить конской колбасы почему-то не вспомнил.  • Ехал из Йошки в Казань.  • Я из Йошки, училась в 4 школе, жила в центре.  • На такси получается дешевле, чем поездом до Йошки. ",#Топонимы ,NonNone,NonNone
Йуй,член.,"сущ., м. р ",(Алфёр),Иди ана йуй. ,#Общие ,NonNone,NonNone
Йулка,женское имя Юлия.,"-и, ж.",NonNone,"(1) Йулка сегоднь уезжает... патаму грууустна.  • Йа Йулку лублу. • Так, Йулка... задача есть для тебя наиважнейшая!!!  • Йулка! Ты идёшь завтрева на празднище?  • Самая младшенькая у нас Йулка.(2) Йулка в конец сошла с ума. Косит своей косой кагязыком. • Во втором будут Янык и Йулка — ну или Тягныбок победит в первом.  • А вот у Йулки судимость есть по российским законам.  • Одна шайка уже несколько лет имеет Украину: Лазаренко, Кучма, Коломойский, Йулка, Пинчук.  •  Понимаю, Йулка платит с денег МВФ или подачек от Сороса.  • Буду голосовать за Йулку, ибо считаю ее меньшим злом для Украины. ",#Общие ,NonNone,NonNone
Йуный Аффтор,"Неумелый, чаще всего бездарный фикрайтер, даже не достойный звания Автора.",NonNone,"(фанфикшн, фикрайтеры, беты, фикбуккнига фанфиков)",NonNone,#Общие ,NonNone,"ЙА,, ЙАшка."
Йух,юг — сторона света.,"1., 2. сущ.нескл. 3. предикатив ",(каменты),"Почему раньше всегда посылали на Север, а теперь только на йух? ",#Падонки ,NonNone,юух
Йцукен,"раскладка клавиатуры, расположение букв на клаве стационарного компа  —  первые шесть букв считая от верхней левой.",нескл. ,(айтишники),"Андроид с йцукен клавиатурой, есть ли выбор?  • наличие Йцукен-клавы лично для себя считаю совершенно необходимым.  • Правльнее было сказать не йцукен, а qwerty.  • У меня тоже йцукен, но этот тип клавы не поддерживается в опера-мини.  • Посоветуйте мне плз смартфон с йцукен боковой клавиатурой. ",#Айтишники ,NonNone,qwerty.
