name,definition,type,group,examples,hashtags,origin,synonyms
Лабальщик,"некачественно работающий, производящий некачественный продукт, халтурщик.","-а, м. ","(музыка, айтишники)","(1) С твоих слов получается, что качественная музыка только у Рахманинова, Моцарта, Листа и т.д., а все остальные так  —  дворовые лабальщики. • То, что лабают мелкомягкие лабальщики софтом называть нельзя - это куча мусора.   • Были выпады в сторону лабальщиков, которые за пару дней по табам учат всякое.  •  Не серьезно к гитаре подходят, уж всяко они не халтурщики/лабальщики.  • Если это называется бизнес, то любого ресторанного лабальщика можно назвать музыкантом.• Иногда прикольно послушать какого-нить очередного лабальщика и злорадно поухмыляться в душе, осознавая свое превосходство - и моральное и в плане музыкального слуха.(2) Восхищаюсь кабачными лабальщиками.  • Супер лабальщики! И вокалер очень мощный.  • Хоть и профессиональный лабальщик и круто играет, но в концепцию бэнда не вписывается.  • В проекте уже было 2 человека, и нужен был лабальщик на Delphi.    • Креативщики и лабальщики рекламной продукции.• Надеюсь, что вы не путаете хтмл-верстальщиков и лабальщиков сайтов на готовых движках с веб-программистами. ",#Айтишники #Музыка ,NonNone,NonNone
Лабальщик,"человек, играющий на гитаре для заработка денег, например, в подземном переходе или на улице.","-а, м. ",(хиппи),"Спускаюсь в трубу, а там два лабальщика знакомых деньги добывают.  • Встретили в переходе моего универа лабальщика бещ аскера. Поаскал — и вуаля - 75 р. дни до сегодня.  • Вместо лабальщиков на улице играл джаз-бэнд.  • Но лабальщик из меня плохой, ибо клянчить деньги напрягает. Тем более усердно аскающих менты чаще забирают.  • Для довершения колоритного образа ему не хватало в руках бутылочки пива - и тогда бы он точно мог выглядеть как лабальщик британского подзаборья. ",#Хиппи ,NonNone,NonNone
Лабасня,литовцы.,"-и, ж.",NonNone,"Лабасня отрабатывает америкосовские кредиты.  • Лабасня — это пренебрежительнее чем лабусы, насколько я понимаю, хотя я не ставлю себе задачи копаться в исторических перепетиях Литвы и России.  • Вот это и бесит пиндосов и их жополизов, — не прогибаются под них за кусок обгаженного гамбургера, как, к примеру наша лабасня.  • Пусть лабасня сидит тихо в Вильне и не вякает. ",#Общие ,NonNone,NonNone
Лабасы,литовцы.,"-ов, мн.",NonNone,"Там даже лабасы лабали национальные песни.  • Русское диалектное название литовцев – лабасы – происходит от лит. «labas» —  привет.  •  Небольшую помощь оказали пшеки, лабасы и кацапы из Смоленска.  • Евреи, чурки, лабасы, бульбаши, татары  — все хитрые, умные, рассчётливые, или не очень, т.е. народы с какими то личными качествами, хорошими или плохими.  • Лабасы скупают в ДЕ битые тазы за копейки, собирают их в целое и гонят к нам. ",#Общие ,NonNone,NonNone
Лабась,"человек недалекий, без особых признаков интелекта.","-я, м. ",(обзывательство),"Ты хоть умойся, лабась!  • Неужели, если с кем-то споришь, нельзя обойтись без слов «лабась», «урод» и подобных?  • Вали назад в петушиный угол, лабась!  •  Хоть я, конечно, и лабась полный, он всё равно меня не послал.  • Походу уже здоровый лабась, много чо умеешь, чем зудеть шо полезного сделай, а? ",#Общие ,NonNone,"ушлёпок, бивень."
Лабать,"исполнять музыку, играть на к-л музыкальном инструменте.",несов. неперех. и перех. ,(музыка),Но разве можно так лабать?! / Басист не сделал риф куплета...  • Nеперь на гитаре буду лабать.  • Завтра снова пойдем лабать на жмурика.  • Теперь эту вещь надо лабать за башли.  • Нужен чувак (16-20 лет) умеющий быстро лабать по струнам и перебирать пальчиками на ладах на бас гитаре. ,#Музыка ,NonNone,NonNone
Лабёж,"исполнение музыкального произведения, чаще всего в смысле инструментального.","-а, м. ",(музыка),"А мне лабёж понравился да и поёт интересно.  • Под лабеж джаз-банда кончилась лаванда.  • Юрий посещал концерты местных столпов, смотрел на их лабёж, анализировал.  • Гитарный лабёж или рэпперские вставки, или больше чистого вокала.  • Джем — это общение музыкантов и конечно совместный лабёж! ",#Музыка ,NonNone,NonNone
Лабля,"эмблема, логотип, чаще всего в смысле на сайте.","-и, ж. ",(айтишники),"Лабля должна быть максимально простая по исполнению.  • Ширину лабля считал за длину строки в пикселах.  • Есть PageControl на нем есть компоненты лабли, эдиты но на разрешении монитора 800/600 нижних контролов не видно. ",#Айтишники ,"Искаж. транскр. англ.  label — ярлык, этикетка.",лейба.
Лабник,руководство по выполнению лабораторных работ.,"-а, м. ",(студенты),"Если лабник пролистал и знаешь, что делал, то 5 получишь без проблем.  • Лабник с лабами (5й семестр).  •  Лабник по БЖД формата дежавю (djavu).  • Лабник по Электронике.  • Лабник (новый в .doc, старый в сканах). Рекомендуется брать новый; в нём лабы по порядку с первой идут.  • Приношу свои извинения за лабник по ТОЭ!!! Что успел то уже исправил. (лабы№29-30). ",#Студенты ,NonNone,NonNone
Лабня,"концерт, исполнение музыкальных произведений, часто в смысле ремесленном  — типа на свадьбах и похоронах.","-и, ж. ",(музыка),"А на второй день опять лабня в селе.  • Среди лабухов лабня на свадьбах — халтура угорелая.  • Следующей оказалась лабня в «УЮТе».  • Гринпис был первоклассным барабанщиком, лабня с ним не прошла даром, но вот теперь он уходит.  • Там в каком-то зале, вроде, настоящая живая лабня будет..  • Одна каверовая лабня, ни одной своей ноты. ",#Музыка ,NonNone,NonNone
Лаборатория,"специальный отдел (ветка форума на флэшмоб-сайте), который занимается каким-то узким направлением ФМ-движения.","-и, ж. ",(флэшмоб),NonNone,#Флэшмоб ,NonNone,NonNone
Лабриты,латыши.,"-ов, мн.",NonNone,"Смешно конечно, но русские Латвии только в Латвии русские, а в России лабриты.  • Не любят лабриты русских, оккупанты типа.  • 
Все Янисы-лабриты алкашня укатили в Ирландию и Берлин.  • На то они латыши: «фашисты», «лабриты» и вообще «гансы» всякие. ",#Общие ,NonNone,NonNone
Лабуда,"ерунда, чепуха; нелепица, чушь; ненужная и/или недостоверная информация.","-ы, ж.",NonNone,"Что ты за лабуду несешь, стервец!?  • На остальных каналах как всегда крутят либо полнующую лабуду, либо неитересную лабуду, либо лабудяшную рекламу, либо лабуду с подвыпедвертом.  • Диеты по интернету, 25-й кадр, индивидуальный конструктор и прочая лабуда.  • Всякую анонимную лабуду не по существу, допускать нельзя.  • Ни туда и не сюда! Всё сплошная лабуда!  • Всякая прикольная лабуда. ",#Общие ,NonNone,"фигня, хрень."
Лабус,лицо прибалтийской национальности.,"-а, м.",NonNone,"Лабусы и чухонцы воевали за свободу - они ее имеют и сейчас.  • Постоянно конфликтовали с прибалтами. Если лабусы приезжали на цветах, встречали и бегали за ними.  • Лабусы о ляхах и москалях.  • Литовцы (да остальные лабусы и прочие) очень «любят» беларусов.  • А лабусы хотят, чтобы к ним больше калининградцев стало ехать как в Польшу. ",#Общие ,NonNone,NonNone
лабутены,Марка туфель на высоком каблуке.,сущ ,(соц-сети),"На лабутенах, нах, и в ахуительных штанах. ",#Общие ,дизайнер Louboutin.,туфли.
лабутены,дизайнерские буты.,NonNone,NonNone,на лабутенах  нах и в охкительных штанах. ,#Общие ,NonNone,NonNone
Лабух,профессиональный музыкант.,"-а, м. ",(муз.),NonNone,#Музыка ,NonNone,NonNone
Лабухать,"играть музыку низкого пошиба —  на свадьбах, похоронах, в ресторанах и тп.",несов. неперех. и перех. ,(музыка),"Кроме этого приходилось еще и лабухать по разным свадьбам и прочим юбилеям (постоянно работать в ресторанах мне супруга запретила).  • Когда-то они вместе лабухали в ресторане.  • Вот если бы еще и ты в кафе лабухала, то я б от туда и не вылазил.  •  Будто ресторанный музыкант что-то там лабухает, пока ты, ладно, мы, жрем.  • В одиннадцать лабухаем у могилки, потом на поминках. ",#Музыка ,NonNone,NonNone
Лабушня,репетиционный «зал» рок-группы.,"-и, ж. ",(музыка),"Лабушня на подвале была затоплена прорваным водопроводом.  • У  вас там не магазин, а лавка-лабушня какая то.  • Видимо у продавца есть небольшая лабушня, где сидит умелец и переинтегрирует процессоры.  •  Это самая голимая лабушня, даже и не думайте туда соваться!  • Схема гонялась с постоянным прослушиванием при относительно мощном усилке в лабушне.  • Вы просто окунитесь в атмосферу репетиций в лабушне, услышьте звуки живых реальных инструментов, а не мыльницу Ямахи, почувствуйте весь этот саунд. ",#Музыка ,NonNone,NonNone
Лав,"любовь, любить, люблю.","нескл, в знач сущ. и глаг. ",(хиппи),"Всё равно я её лав хоть и сучечка она. •  Если тама у них лав то санта барбара прям получится.  • Был у них лав прямо стоя, и прямо в метро.  • У англичан, к примеру, не может быть любви, у них лав, а это иншее. • Пусть комп ему кстати и еду приготовит заодно раз у них лав такой.  • Гламурный падоночек, я его лав. ",#Хиппи ,"Англ. love, означающее ровно то же самое.",NonNone
Лав сим,"романтический жанр про любовь, иногда с легкойэротикой.",NonNone,(аниме),NonNone,#Аниме ,Англ. love sim — симулятор любви.,NonNone
Лав-стори,"роман, в смысле любовь.",нескл.,NonNone,"Папашка у меня из Харькова, мамашка москвичка, случилась у них лав стори и папашка перебрался в Москву. •  От долгого воздержания и случилась лав-стори. •  Имокид энд гопнег в тру лав стори! ",#Общие ,Англ. love story — история любви.,"лав стори, лав-история"
лавай,переделанное слово люби.,NonNone,(Реп),NonNone,#Общие ,NonNone,NonNone
Лаванда,деньги.,"-ы, ж.",NonNone,"У меня, блин, уже неделю лаванда на нуле! •  Заработать лаванды, отложить себе счет в банке, жить на проценты. • На любом мероприятии лаванду я срублю для вас. • Лучший способ накачаться и заработать лаванду — идти на работу грузчиком! • Думаю у многих не хватает лаванды на шмот. ",#Общие ,Производное от лаве.,лавандос
лавандас,"деньги, кэш, наличные.","сущ., м.р",NonNone,NonNone,#Гопники ,NonNone,"лавэ, бабки, налик, нальчик."
Лавандос,деньги.,"-а, м.",NonNone,"Мне лавандоса на жизнь не хватает. • Если у него еся машина, то есть лавандос.  • На этот раз у них есть лавандос чтобы расплатиться с официанткой. • Для того, чтобы переводить лавандос на счет с отличными от данного фамилией, именем и номером паспорта, нужно специально заказывать эту услугу.  • Мы дадим знания людям как работать и зарабатывать лавандосы. ",#Общие ,Производное от лаве.,лаванда
Лаваю,"люблю, отношусь с любовью, отношусь хорошо.",гл.,NonNone,NonNone,#Общие ,NonNone,NonNone
Лаве,"игровые деньги,  см. деньги.",нескл. ,(ролевики),NonNone,#Ролевики ,NonNone,NonNone
Лаве,деньги.,"мн. ч., нескл.",NonNone,"Так, все гоните мне лаве — я за пивом.   • Плачу лавэ за ай-лав-ю.  • Ни фига себе тут ещё и лаве платить надо!  • Опять за понты платить лаве?  • Школа вроде бы норм, вот только за что мы такое лаве платим в месяц я не знаю.  • Как перевести лаве в Украину?  • Там 2 чела с акеесами лаве в банк везут. ",#Общие ,Версии происхождения: 1) англ. love — любовь 2) англ. liberal values — либеральные ценности.,"лавэ, лэвэ"
Лаве,Деньги.,"сущ., м. р, мн. число ",(жаргон),Гони лавэ. ,#Общие ,Влашский диалект цыганский язык.,NonNone
лавер,влюбленные.,"сущ., м.р ",(взрослые),Снова эти лаверы цалуются)). ,#Общие ,NonNone,NonNone
лаверы,Лаверы это те люди которые что-то обажают.,"Сущ.,м. р. ",(Современная молодежь),NonNone,#Общие ,NonNone,NonNone
лавилас,Любитель ухаживать за женщинами.,"Существительное, одушевлённое, мужской род ",(Ухажёр),"Он настоящая женская чума: та исхудала, другая зачахла, та с ума сошла, эта на стену лезет. Такой ловелас, что не приведи господи. ",#Общие ,NonNone,ловелас
Лавить,любить.,несов. перех.,NonNone,"Ты супер! Дина тебя лавит!  • Я тя лавлю!!! Сорри за мой английский!!!  • Я тя лавлю, пупсёныш мой.  • Я тебя ЛАВЛЮ больше всех на свете и ты от меня никогда не отделаешься. 	  • — Женька вскочила, прижалась к нему, обхватила руками за шею. — Я тебя лавлю.  • Знаю, что хочу того, что не сбыточно, а все равно лавлю его, зря наверное. ",#Общие ,"От англ. love, означающего ровно то же самое.",NonNone
