name,definition,type,group,examples,hashtags,origin,synonyms
в соляного,"Фраза, означающая беспретиндентный выигрыш над соперником, без чьей либо помощи.",NonNone,(геймеры),NonNone,#Геймеры ,От англ. Solo - Один.,"Всоляново, Саляново, Отлетаешь очередняра, Залил Солярой, Изи."
В сухую,"Проиграть полностью, без потерь во вражеской команде.",Прил. ,(Геймеры),Команда КТ только что проиграла раунд Т в сухую. ,#Геймеры #Общие ,NonNone,NonNone
В танке,"о человеке, который не в курсе дела, ничего не знает о предмете обсуждения.",NonNone,(айтишники),"Обьясню пошагово для тех кто в танке: первые три строки в стиле отвечают за то, чтобы    элемент был виден.  •  объясните поподробней потому что я в танке.  •  Для тех, кто в танке: заходим в программу, Выбираем Files-Опции-Browse, появляются два диска C: и E:  • Бейсик для тех «кто в танке».  • В учебнике «HTML для тех, кто в танке» Вы найдёте информацию...  • Как собрать качер (для неэлектриков, тех кто в танке, тех кто ещё учится).  • Объясните для тех кто в танке. ",#Айтишники #Общие ,От «находиться в танке» в смысле изолироваться от внешнего мира.,чайник.
В тапок,Нажал на педаль акселератора.,NonNone,(Авто),На зеленый по ручке и в тапок. ,#Автолюбители ,NonNone,NonNone
В темпе,быстрее!!!.,в знач. наречия,NonNone,"Давай собирайся, в темпе! ",#Общие ,NonNone,NonNone
В топку,"выражение негативной оценки, см. фтопку.",NonNone,(каменты),NonNone,#Падонки ,NonNone,в газенваген.
В хлам,"очень сильно, полностью, в высшей степени.",в знач. нареч.,NonNone,"Раздолбанные в хлам тачки. Мужик в два часа ночи пьяный в хлам, весь в губной помаде... Сердце пьяное в хлам, сердце пьяное в дым! ",#Общие ,NonNone,NonNone
В шары долбиться,"не замечать чего-либо очевидного, находящегося прямо перед глазами.",NonNone,NonNone,"Ищи лучше, харе долбиться в шары.•
Да кто сходства не видит тот ваще в шары долбица наверно.... ",#Общие ,NonNone,"долбица в шары, долбица"
В шары долбиться,"сильно увлечься, уйти в себя.",NonNone,NonNone,"Че в шары долбишься, пошли гулять. ",#Общие ,NonNone,NonNone
В шахту,наплевать на все.,NonNone,NonNone,"Сделал курсовую? Да, в шахту ее! ",#Общие ,Происхождение исконно русское.,пофиг.
В щи,"чрезмерно, сверх меры, до предела; часто в смысле пьяный.",в знач. нареч.,NonNone,"Мы вчера весь день пили, я был в щи!  • Пьяный в щи!  • Макс скажи, ты что убитый в щи? • Я в щи, меня не ищи.  • А когда в конце он у телека сидит убитый в щи.  • У мя ща карбовый убитый в щи мотор жрёт 20-ку 92-го.  • Чтобы уж совсем в щи нажраца пива мало.  • Топоры я смотрел, их заточить надо... который побольше так совсем в щи убит.  • Я мля Виталегу грил что он в щи. ",#Общие ,NonNone,NonNone
В кружку,"со-действие, вложение общих средств.",NonNone,NonNone,NonNone,#Общие ,NonNone,всё в семью.
В.О.Л.К.,Ворам отдышка легавым крышка.,абривиатура ,(Вор),"Волки позорные,волки тряпочные. ",#Общие ,NonNone,NonNone
ВА,ви антисемит?.,аббрев. ,(каменты),NonNone,#Падонки ,"Из сленга кащенитов, имитация еврейского акцента.",NonNone
Вавилон,"большая толпа, шумное место, шумный город.","-а, м",NonNone,"(1) В итоге перед кинотеатром был полный Вавилон. •  Я из Питера, он как и Москва, — большой Вавилон.  (1) На остальных каналах зомбоящика полный вавилон. •  Пять языков и полный Вавилон на пространстве одного фильма.  •  Для программистов был создан целый Вавилон компьютерных языков.  • В результате многолетней активной деятельности ESRI заимела целый Вавилон продуктов. ",#Общие ,Происходит от библейской легенды о смешении языков.,NonNone
В баню,"то же, что в бан, забанить  — временный запрет для пользователя (форумов, чатов, блогов) отправлять сообщения.",NonNone,(интернет),"Модератор выбирает себе жертву, которую он постоянно сажает в баню.  • А на других сайтах тебе уже указали бы на дверь в баню с массой петиций в ЛС.  • Это есть обсуждение действий модератора, бычно в БАНю идут после этого.  • В баню попадают пользователи, которые: 1) Нарушают ПС 2) Выражаются матом 3) Оскорбляют других пользователей ресурса. Срок нахождения в бане от 1-го до 8-ми дней (по усмотрению администрации сайта). ",#Интернет ,NonNone,NonNone
В баш!,указание на высокое качество поста или коммента.,предикатив ,(каменты),NonNone,#Падонки ,От bash.org.ru — доменное имя   сайта «Цитатник рунета».  По мнению каментатора комментируемый текст достоин увековечивания в «Цитатнике».,NonNone
В башорг,см. в баш!.,NonNone,(каменты),NonNone,#Падонки ,NonNone,NonNone
"В Бобруйск, жывотное!","выражение крайне негативной оценки, обращенное в большей степени не к тексту, а лично к аффтару.",уст. выр. ,(каменты),NonNone,#Падонки ,"Искаж. в Бобруйск, животное!. См. также Бабруйск .",NonNone
В газенваген,"негативная реплика в адрес аффтара поста, комента, любого текста.",NonNone,(каменты),NonNone,#Падонки ,От искаж. нем. gaswagen — передвижная газовая камера.,фтопку.
в голосину,Смеяться в голос.,NonNone,(интернет),Просто в голосину от твоих шуток. ,#Общие ,NonNone,"орать, крикать."
В кису с легонца насыпать,Насмешкой или физическим воздействием выразить свое отрицательное отношение.,NonNone,NonNone,"Там в кису с легонца насыплют, крутыми базарами задавят (помудрушка). ",#Общие ,NonNone,NonNone
В конте,в социальной сети вконтакте.,NonNone,(интернет),"Моему парню какая то тёлка начала без конца писать на стене в конте.  • Добавьте немного сексуальности, для авы в конте!  • Кого не достал микроблог в конте?  • Люди, а тока мне в конте пароль какая то сцука сменила!  • Я ухожу из одноклассников теперь буду в конте.  • Друга не видно онлайн в конте. ",#Интернет ,NonNone,NonNone
В кс,В кс - значение этого слово в каком смысле.,NonNone,NonNone,NonNone,#Общие ,NonNone,NonNone
В лифте родился,"о человеке, не закрывающем за собой двери.",NonNone,NonNone,"(1) Твою мать, в лифте родился, что ли? Дверь закрывать не учили?  • Во всем виноват этот вьетнамец, который в лифте родился и не закрывает двери, а так как у нас в маленькой комнатке 3 компа и 3 человека.  • Колумб в лифте родился вот и не закрыл Америку.(2) В лифте родился, или дэбил какой в децтве укусил? • Своя голова должна быть, чай не в лифте родился. ",#Общие ,NonNone,NonNone
В лом,"неохота, неприятно, лень.",NonNone,(хиппи),NonNone,#Хиппи ,NonNone,NonNone
в лс,В лс-в личные сообщения.,NonNone,(отправь музыку в вк),NonNone,#Общие ,NonNone,NonNone
В мемориз,буквально «добавляю в избранное» — выражение высокой положительной оценки в отношении комментируемого текста.,NonNone,(каменты),NonNone,#Падонки ,"От англ. memories в значении «избранное». ТВ блогах, форумах и др. формах интернет общения существует функция, позволяющая  делать закладки на интересные и/или полезные тексты.",NonNone
в мертвых найках,"Одна из песен фараона, взятая большой популярностью среди молодежи.",NonNone,(молодежь),"Скр скр скр
В мертвых найках
Скр скр скр
В белой майке. ",#Музыка #Рэперы ,NonNone,NonNone
В муке,"быть в состоянии опьянения, (алкогольно-наркотического).",NonNone,(общ.),"Убиться в муку, намуковаться. ",#Общие ,NonNone,"в умате, в состоянии нестояния, убитый, бухло, синька."
В натуре,"да, в самом деле, так и есть, действительно.","в знач нареч., союз и частица ",(гопники),"Слышь, братан, тут  пацаны в натуре наживаются, а я че, лох что ли?  • В натуре классный трэк, чотко!  • Здесь они в натуре стремные какие-то.  • Да, в натуре, здесь кайф!  • Шо это, в натуре, значит? ",#Гопники ,NonNone,внатуре
в падлу,Делать что-то лень.,нареч ,(вк),NonNone,#Общие ,NonNone,NonNone
В пекло,послать;.,Наречие ,(разговорное),"В пекло короля, - сказала Ария. ",#Общие ,от английского F**k.,NonNone
В полный рост,вовсю.,"уст. выр., экв. причастию",NonNone,"Федя, заходи, мы тут оттопыриваемся в полный рост! ",#Общие ,NonNone,NonNone
В поте морды,"старательно, тщательно, прилагая максимум усилий.",NonNone,NonNone,"Редакционная кошка Фаня работает в поте морды.  • Всего надо тяжким трудом достигать, в поте морды лица.  • Бедняга, что называется «в поте морды» прорыл всю свою библиотеку.  • Хлеб в поте морды, это же порок! ",#Общие ,NonNone,NonNone
В пролёте,"потерпеть неудачу, остаться без надежды на что-то, обделённым.",NonNone,NonNone,"Пацан, это наше дело, а ты в пролете. ",#Общие ,NonNone,NonNone
В пролёте,"без надежды на что-то, оставленный, обделённый.",NonNone,NonNone,NonNone,#Общие ,NonNone,NonNone
В пролёте,потерпеть неудачу.,NonNone,NonNone,"Как более деликатно объяснить бывшему парню моей девушки что он в пролёте?  • Милый мальчик ты в пролете, без тебя я в самолете.  • Не будет он в пролёте На него спрос тоже обеспечен. • Если хуанг не понизит цену на 770, то он в пролете!  •  Расстроен из-за того, что сегодня он в пролёте с лотереей. ",#Общие ,NonNone,NonNone
В рот мне галстук,возглас выражения эмоций.,междометие и предикатив,NonNone,"Это было бы круто, в рот мне галстук!  • В рот мне галстук, Владимир Путин, зачем ты скукожил мои танки?  • Приятно, в рот мне галстук!  • В рот мне галстук, убери этот юзербар или сделай его меньше, а то форум неудобно читать. •  В рот мне галстук, там что, до сих пор не было ограждения??? ",#Общие ,"видеозапись президента Грузии М.Саакашвили, где он, нервничая, в натуре жевал свой галстук.",вротмнегалстук
В рот мне ноги,выражение удивления или раздражения.,"уст. выраж., междометие",NonNone,В рот мне ноги! Ты прекратишь это или нет? Демон! ,#Общие ,Пародия на Дэвида Блейна.,Афигеть! Аболдеть!
в соляного,"Фраза, означающая беспретиндентный выигрыш над соперником, без чьей либо помощи.",NonNone,(геймеры),NonNone,#Геймеры ,От англ. Solo - Один.,"Всоляново, Саляново, Отлетаешь очередняра, Залил Солярой, Изи."
В сухую,"Проиграть полностью, без потерь во вражеской команде.",Прил. ,(Геймеры),Команда КТ только что проиграла раунд Т в сухую. ,#Геймеры #Общие ,NonNone,NonNone
В танке,"о человеке, который не в курсе дела, ничего не знает о предмете обсуждения.",NonNone,(айтишники),"Обьясню пошагово для тех кто в танке: первые три строки в стиле отвечают за то, чтобы    элемент был виден.  •  объясните поподробней потому что я в танке.  •  Для тех, кто в танке: заходим в программу, Выбираем Files-Опции-Browse, появляются два диска C: и E:  • Бейсик для тех «кто в танке».  • В учебнике «HTML для тех, кто в танке» Вы найдёте информацию...  • Как собрать качер (для неэлектриков, тех кто в танке, тех кто ещё учится).  • Объясните для тех кто в танке. ",#Айтишники #Общие ,От «находиться в танке» в смысле изолироваться от внешнего мира.,чайник.
В тапок,Нажал на педаль акселератора.,NonNone,(Авто),На зеленый по ручке и в тапок. ,#Автолюбители ,NonNone,NonNone
В темпе,быстрее!!!.,в знач. наречия,NonNone,"Давай собирайся, в темпе! ",#Общие ,NonNone,NonNone
В топку,"выражение негативной оценки, см. фтопку.",NonNone,(каменты),NonNone,#Падонки ,NonNone,в газенваген.
В хлам,"очень сильно, полностью, в высшей степени.",в знач. нареч.,NonNone,"Раздолбанные в хлам тачки. Мужик в два часа ночи пьяный в хлам, весь в губной помаде... Сердце пьяное в хлам, сердце пьяное в дым! ",#Общие ,NonNone,NonNone
В шары долбиться,"не замечать чего-либо очевидного, находящегося прямо перед глазами.",NonNone,NonNone,"Ищи лучше, харе долбиться в шары.•
Да кто сходства не видит тот ваще в шары долбица наверно.... ",#Общие ,NonNone,"долбица в шары, долбица"
В шары долбиться,"сильно увлечься, уйти в себя.",NonNone,NonNone,"Че в шары долбишься, пошли гулять. ",#Общие ,NonNone,NonNone
В шахту,наплевать на все.,NonNone,NonNone,"Сделал курсовую? Да, в шахту ее! ",#Общие ,Происхождение исконно русское.,пофиг.
В щи,"чрезмерно, сверх меры, до предела; часто в смысле пьяный.",в знач. нареч.,NonNone,"Мы вчера весь день пили, я был в щи!  • Пьяный в щи!  • Макс скажи, ты что убитый в щи? • Я в щи, меня не ищи.  • А когда в конце он у телека сидит убитый в щи.  • У мя ща карбовый убитый в щи мотор жрёт 20-ку 92-го.  • Чтобы уж совсем в щи нажраца пива мало.  • Топоры я смотрел, их заточить надо... который побольше так совсем в щи убит.  • Я мля Виталегу грил что он в щи. ",#Общие ,NonNone,NonNone
В кружку,"со-действие, вложение общих средств.",NonNone,NonNone,NonNone,#Общие ,NonNone,всё в семью.
В.О.Л.К.,Ворам отдышка легавым крышка.,абривиатура ,(Вор),"Волки позорные,волки тряпочные. ",#Общие ,NonNone,NonNone
ВА,ви антисемит?.,аббрев. ,(каменты),NonNone,#Падонки ,"Из сленга кащенитов, имитация еврейского акцента.",NonNone
Вавилон,"большая толпа, шумное место, шумный город.","-а, м",NonNone,"(1) В итоге перед кинотеатром был полный Вавилон. •  Я из Питера, он как и Москва, — большой Вавилон.  (1) На остальных каналах зомбоящика полный вавилон. •  Пять языков и полный Вавилон на пространстве одного фильма.  •  Для программистов был создан целый Вавилон компьютерных языков.  • В результате многолетней активной деятельности ESRI заимела целый Вавилон продуктов. ",#Общие ,Происходит от библейской легенды о смешении языков.,NonNone
Вагарить,прогуливать уроки.,несов.  неперех. ,(школа),"Когда я учился в клсассе 8-ом такое случалось, особенно когда уходил вагарить.  • Анютік, я сьодня до Тебе прийду школу вагарить. ",#Общие ,NonNone,NonNone
вагбан,бан в игре cs go.,бан,NonNone,я тебе щас вагбан кину. ,#Геймеры ,NonNone,NonNone
вагина,Женский половой орган.,вагина ,(что за адская вагина происходит),NonNone,#Общие ,NonNone,NonNone
вагинатор,"Программа, определяющая форму вагины.","сущ., м. р. ",(геймдев),"- Ты видел вагинатор?
- Да, крутое приложение! ",#Общие ,NonNone,NonNone
вагиська,"Женский половой орган, точнее его внешняя часть.","суд.,ж.р. ",(молодёжный слэнг),Писька-вагиська. ,#Общие ,"От слова вагина, придумано Comedy store.",вагина.
Вагиша,вульва женский половой орган.,"сущ.,ж.р. ",(Пошляки),NonNone,#Общие ,NonNone,NonNone
Вагло,Глубокое женское влагалище.,сущ. ср. р. ,(Пошляки),Ну у Машки и вагло! У моей девушки такое вагло... ,#Общие ,NonNone,NonNone
Вагон,автомобиль марки «Фольксваген».,"-а, м. ",(автолюбители),У моего корифана вагон-гольфец убитый в гараже отдыхает. ,#Автолюбители ,От нем. бренда Volkswage — досл. «народный вагон».,NonNone
Вагонка,"вид облицовочного материала, гладкие тонкие деревянные доски  или имитация дерева из пластика.","-и, ж. ",(строительн.),"В результате вышел почти полноценный дом, только изнутри вагонкой обить и живи.  • Вагонка из ангарской сосны.  • Снаружи используя виниловую вагонку.  • А вагонка деревянная? (Хотя, наверно, это дорого).  • Очистка и профилактическая защита поверхностей из вагонки от граффити. ",#Общие ,С 19-го века тонкими досками облицовывали железнодорожные товарные вагоны.,NonNone
Вазня,"вещь, штуковина.",NonNone,NonNone,Это твоя вазня? (куртка). ,#Общие ,NonNone,"ерунда, лажа, отстой."
Вай,возглас выражения эмоций; часто повторяется многократно; часто используется совместно с имитацией грузинского акцента.,междометие,NonNone,"Ай-ай, вай-вай, больно ж...  • Вай вай какой хороший!  • Вай!!! Держите вора!  • А они все за мной - вай, какой паразит!  • Вай, какие вадитель в милиций пашли.  • Вай, вай, вай, Гоги, пачэму двойка па матэматики, ты же у меня такой умный малчик?  • Вай, вай, вай, вай вот он где рай.  • Вай вай вай - в долг жить хорошо, а без долгов, приходится. ",#Общие ,NonNone,"вай-вай, вай вай, вай-вай-вай, вай вай вай и т.д."
вай вай,Ответ на какуе то угрозу.,наречие ,(соц. сети),NonNone,#Общие ,NonNone,NonNone
вайб,"эмоциональное состояние, возникающее при общении с кем-либо, контакте с чем-либо; атмосфера, настроение, создаваемое каким-либо местом.","сущ., м.р",NonNone,NonNone,#Общие ,NonNone,NonNone
вайбер,"чат-коммуникатор, типа скайпа, программа для общения через интеренет - текстом и голосом, с смартфона или десктопа, имеет массу няшных фишек типа смайликов и картинок которые помогают разнообразить обшение.","сущ., м.р ",(интернет),NonNone,#Интернет ,NonNone,NonNone
Вайбро,участник неформального спортивно-националистического течения «Гетто Воркаут».,нескл.,NonNone,"Я всегда хотел быть похожим на него, Быть таким же как ты — Вайбро.  • Не буду называть имя, чтобы не дискредитировать других вайбро.  • Зато будем нашим правнуками говорить, что за вайбро мы боролись.  • Вторая встреча любителей уличных упражнений и турников.Так же на встрече присутствовали вайбро из Москвы.  • В отличии от активистов движения силового экстрима, вайбро не имеет пред собой стремлений вырасти круче других.  • Вайбро СНГ нас все больше!!!  • Приятное времяпрепровождение сообща с такими же друзьями-вайбро, как и вы.  • Мы пропагандируем тренировки с собственным весом или с использованием веса другого вайбро. ",#Общие ,Транскр. сокр. англ. white brother — белый брат.,"гетто воркаут, воркаут"
вайме,Типа ух тыыыы.,Наречичие муж род ,(АняСоня),Ваймэээээ????? ,#Общие ,Армяне.,НеВаймее.
Вайн,вино.,"-а, м. ",(хиппи),"Джинсы хавают котлеты, дринчат вайн, в углу — скелеты. ",#Хиппи ,"Англ. wine, означающее ровно то же самое.",NonNone
Вайн,вино.,ср.,NonNone,Дринчить вайн — пить вино. ,#Общие ,от англ. «wine».,вий.
Вайн,Массовое недовольство чем-либо.,Существительное ,(геймеры),"Мы всего-то внесли пару мелких правок в баланс классов, а вы такой вайн подняли, словно тут жёстко понерфили всех. ",#Общие ,NonNone,"Нытьё, недовольство."
Вайнаимир,выражение отрицательного отношения к длинному и/или скучному тексту.,NonNone,(каменты),NonNone,#Падонки ,"Искаж. от назв. романа Л. Толстого «Война и мир» - нарицательное «толстая книга», «длинный текст».","многа букоф, много абзацев."
Вайнер,"Человек, который толком ничего не делает, но жалуется на всю команду на протяжении игры.",NonNone,(В играх),"Саппорты вайнят, то что нету вардов на карте
Зачем ты вайнишь на других, если ты сам пошёл и умер там?
Если тебя что-то не устраивает, только давай без вайна, пожалуйста. ",#Геймеры ,"От англ. ""Whine"" - скулить, жаловаться на что-либо, выражать никому ненужное недовольство.","Зануда, неженка."
Вайнить,"ныть, жаловаться на что, кого либо, публично выражать недовольство.",несов. неперех. ,(геймеры),"Да что вы всё вайните, идите убейтесь об стену!  • Федя вайнил на то, што я его выиграл.  • Они продолжают вайнить на форумах об отсутствии адекватности/чести других игроков.  • Убедительная просьба не вайнить по поводу того...  • Если люди хотят вайнить, они будут вайнить по любому поводу. ",#Геймеры ,"От англ. whine, означающее ровно то же самое.",NonNone
вайны,"Вайны - 6 секундные ролики, кратко рассказывающие какую-либо историю.",NonNone,(Видеоблоггинг),NonNone,#Общие ,"Вайны изначально начали выпускать в виде роликов в Инстаграм, а позже отдали в их распоряжение целую социальную сеть.",NonNone
Вайп,"уничтожение данных о группе виртуальных персонажей игры, в игре означает смерть всех участников рейда (клана, команды и т.п.).","-а, м. ","(геймеры, РПГ)","Я, Орда Маг 70 лвл, против вайпа тошо все казлы. •  К вайпу уже играть научился неплохо, понял методы зарабатывания, нашел друзей.  • Останетесь ли вы на сервере, если произойдёт вайп!!!  • Так зачем же делать вайп и наказывать честных игроков? ",#Геймеры #РПГ ,от англ. wipe — стирать; уничтожать; искоренять.,NonNone
Вайп-отряд,"Плохо одетый, либо со слабым знанием тактик рейд, обречённый на частый вайпы.",Существительное ,(геймеры),"РЛ (рейд-лидер) собирал рейд часа 2-3, а в итоге собрал грёбаный вайп-отряд до первого босса. ",#Геймеры ,NonNone,"нубы, раки."
вайпать,"протирать, стирать, удалять.",NonNone,(Почти все сферы),NonNone,#Общие #Геймеры ,"От англ. wipe - протирать, стирать, удалять.",NonNone
вайпер,"Персонаж из одноименной игры ""Dota 2"".","Сущ., м.р. , им.собственное ",(Геймеры),"У нас в команде есть вайпер, нужно взять ему в помощь сапорта. ",#Геймеры ,NonNone,NonNone
вайпер,Имя персонажа игры DOTA 2.,"сущ., м.р. ",(геймеры),NonNone,#Общие ,NonNone,NonNone
вайпер,"Человек, курящий электронные сигареты.",NonNone,NonNone,NonNone,#Общие ,NonNone,NonNone
вайпер,"Человек, который курит электронные сигареты.","сущ., м. р. ",(мемы),NonNone,#Общие ,NonNone,NonNone
вайпинг,стирание - использование особенностей програмного обеспечения некоторых интернетных форумов для массового стирания тем и разноворов.,гл. ,(4ch),NonNone,#Общие ,NonNone,NonNone
вайпнуть,"Очистить мир от изменений привести, начальное соспояние.",Вайп ,(игры с изменяемым миром),"Вайпнули сервак, и я потерял весь шмот. ",#Интернет ,Wipe-убирать протирать.,NonNone
Вайтлистить,добавлять в «белый список» — функция многих программ.,несов. перех. ,"(инет, каменты)","Вайтлистить пару адресов отправителя и получателя на пару суток.  • Вайтлистить пришлось потому, что иногда зажёвывает почту от наших пользователей как спам.  • СУП и дальше будет вайтлистить корешей. ",#Падонки ,Производное от англ. white list — белый список.,NonNone
вайфа,"правильно произносить ""вайфу""
любимый персонаж, любимая тян из аниме.",сущ ,(аниме),"-в новой серии моя вайфу,такая милаха!
-на держи картинку, с твоей вайфу.
-какая у тебя вайфу? ",#Аниме ,NonNone,NonNone
вайфа,Жена.,ж.р.,NonNone,NonNone,#Общие ,от англ. wife.,NonNone
Вайфу,"любимый женский персонаж анимешника, про которого тот фантазирует, что женат на нём.",нескл. ,(аниме),NonNone,#Аниме ,NonNone,NonNone
