name,definition,type,group,examples,hashtags,story,synonims
Жалеп,Шлюха.,Существительное ,(Ругательства),Сколько стоишь жалеп? ,#Общие ,Шымкент.,Давалка.
Жалон,"форма рекламоносителя, выполняемого в виде рекламируемого товара, используется в местах продаж.","сущ., м.р ",(продажа),NonNone,#Общие #маркетинг ,NonNone,NonNone
жаляб,Бл%дь.,"сущ., ж. р. ",(Любая),"Вай, жаляб! Мне на мизере семь взяток всучили!

- Серёга новую ""Бэху"" взял, вон, едет.
- Джаляб, мощная тачка! ",#Общие ,"Перевод с узбекского. Классическое произношение - мягкая ""ж"", как в слове just. Допустимо написание джаляб.","Бля, сука, чёрт."
Жамкать,"то же, что кликать  — навести на изображение или текст на мониторе курсор компа и щелкнуть левой клавишей компьютерного манипулятора «мышь».",несов. перех. ,"(интернет, айтишники)","Ищем там кнопочку «загрузить файл», жамкаем на нее, открывается окошко.  • Образцы счетов для юридических и физических лиц и висят в том месте, на которое комфортнее всего жамкать мышкой.  •  Если там начать жамкать по ссылкам...  • Жамкаем кнопочку. • А там просто жамкаем на кнопку (прямой переход). ",#Айтишники #Интернет ,NonNone,NonNone
Жара,"оценка ситуации как сложной, непредвиденной.",предикатив,NonNone,NonNone,#Общие ,NonNone,попадалово.
Жарить,Cжимать файлы с помощью архиватора JAR.,несов. перех. ,(айтишники),NonNone,#Айтишники ,NonNone,NonNone
Жарить,говорить что-то очень смешное.,несов. неперех.,NonNone,Ну ты жаришь! Вот зажарил! ,#Общие ,NonNone,"угарать, мочить."
Жарить,"Еб*ть, тр*хать.","гл., несов. неперех ",(молодёжь),Пойду сейчас жарить тёлочку. ,#Мат ,NonNone,NonNone
Жать жопу,бояться.,NonNone,NonNone,"Че ты жопу жмешь перед ним?  • И если мандраж тебе жопу жмет...  • Можно было взять трубку и сказать что уже продал а не жать жопу.  • Дай бох всем так самовыражаться, а не жать жопу в углу.  • Влюблённый человек, чего тут стесняца и жопу жать?  • Я свое мнение имею и его не меняю, а ты свое, когда жопу жмет, меняешь.  • Американская улыбка  — результат того, что у америкосов от страха жопу жмёт так, что кожа на лице натягивается. ",#Общие ,NonNone,NonNone
Жаться,жадничать.,несов. неперех.,NonNone,"Жаться, что тратил на новые платья все свои деньги.  • Подумали – жаться не будем, купим что-то хорошее.  •  Аптекам предаться - деньгами не жаться.  • Выбирая подарок такого рода, главное – не жаться.  • Цену назначайте сами, жаться не буду. ",#Общие ,NonNone,NonNone
Жаха,"дурак, даун, человек не отвечавший за свое дело.","сущ., м.р.",NonNone,"Не виде сябя, как Жаха
Вот ты Жаха. ",#Общие ,NonNone,NonNone
Жахнуть,"выпить алкогольный напиток, стопку водки и т.п.",сов. перех. и неперех.,NonNone,"Ну, чё, жахнем, пацаны? ",#Общие ,NonNone,"бухнуть, бахнуть."
Жбан,голова.,"-а, м.",NonNone,C калаша с 1 выстрела в жбан попаду.  • Вопрос этот бесконечно будет долбить в жбан.  • Балашову дали в жбан и арестовали.  • Могу и в жбан дать.  • И не только в жбан получит.  • Ну в жбан бывает и не по своей воле получаешь.  • Каждый выход в игру 1 в 1 убивали в жбан.  • Бей сдину в жбан.  • Чуть высунулся - имеешь шанс каким-нибудь дерьмом получить в жбан. ,#Общие ,NonNone,NonNone
Жбанить,выпивать.,несов. неперех.,NonNone,NonNone,#Общие ,NonNone,NonNone
Жбанить,"пить спиртное, употреблять алкоголь.",несов. неперех. и перех.,NonNone,"Перестали жбанить и стало спокойней, меньше ругани.  • Они придумывают пиплам праздники и трауры, говорят, мол, такого-то числа надо смеяться и жбанить шампанское.  • Честно сказать, начал крепко жбанить горькую.  •  Будут подольше во дворе с корешами жбанить.  • Остается взять пивасик и жбанить где-нибудь в закутке. ",#Общие ,NonNone,NonNone
Жвальник,рот.,"-а, м.",NonNone,"Закрой свой жвальник, иначе немного асфальта прожуешь.  • Чернявый послушался, отщипнул половинку, закинул в жвальник.  • Я захлопнул жвальник.  • Искренне благодарит и не кривит жвальник.  • Прикрой свой жвальник!  • Я зажмурил глаза и разинул жвальник. ",#Общие ,NonNone,"варежка, хлеборезка, пачка, жвало, хавальник."
Жванина,"нечто скучное, нудное, неинтересное.","-ы, ж.",NonNone,"(1) Блин, это наверное единственный фильм, который даже в третьей части еще не жванина.  • Серая, нудная жванина.  • Все их обещанные дни с 10 мая ничего толком и конкретного мы не увидем только жванина тупая ни о чем.  •  Путин, который непонятную жванину разводит.  • Под видом очерка печатается словесная жванина.(2) К концу живачечной эры, ловис занимал 80 процентов от всего потребляемого объема жванины.  • Живите ровно, жуйте жванину.  • А Запад в это время коллекционировал фантики от жванины и пивные пробки. ",#Общие ,NonNone,NonNone
Жванык,"жевательная резинка, жвачка.","-а, м.",NonNone,"Не, отогреть кипятком можно, а вот жванык не отодрёшь.  • И я жую жваныки с первых дней, правда сначала их как леденцы рассасывала.  • Всё, я заплакал! Как вспомнил вкус этих жваныков!!!  • В детстве у меня карманы были забиты жваныками.  •  10 фактов про жваныки. 1. Жевательное вещество было известно еще в далекой древности, для очистки зубов и придания аромата дыханию, люди использовали растительные смолы...  • У мну вчера друг на моих глазах вывел жванык со штанов какой-то жидкостью, похожей на бензин: воняет, но выводит. ",#Общие ,NonNone,NonNone
Жваркнуть,больно ударить.,гл.,NonNone,"Кузя: А вы меня не жваркнете?
Ведущая: А что такое «жваркнуть»?
Кузя: Ну, наподдать, отлупить, отдубасить – всё равно больно.. ",#Общие ,NonNone,NonNone
жвсм,"Жизнь ворам, смерть мусорам.",NonNone,NonNone,NonNone,#Тюремныйслэнг ,NonNone,NonNone
ЖВСС,Расшифровывается как Жизнь Ворам С...кам Смерть.,ЖВСС ,(Воровской жаргон),NonNone,#Тюремныйслэнг ,NonNone,NonNone
ждёмс,Ждать кого либо.,Глагол мн.ч ,(друзья),Ждёмс тебя к 7 утра. ,#Общие ,NonNone,"Ждать, Ожидать."
ждун,"Нелепая грушеподобная скульптура с хоботом, прозванная мемом, символизирующая ждущего человека.","сущ., м. р. ",(Социальные сети),Новый мем ждун форсят на всех сайтах. ,#Общие ,NonNone,"ожидающий, ждущий."
Жевабельный,годный для жевания (мягкий); съедобный.,"-ая, -ое, -ые",NonNone,"Не верю я, что из нашей пашины можно что-то жевабельное приготовить.  • Приятная консистенция, попадаются жевабельные кусочки, но многовато соли.  • Не ошибись я с гарниром, получилось бы несочное, но хотя бы жевабельное и съдобельное блюдо!  • Ветчину жарим не до хрустящей жести, а так, до ароматного запаха и «жевабельного» состояния.  • Вопрос к теткам, которые готовят блюда с использованием морского коктейля: он вообще как после термической обработки, жевабельный аль резина-резиной? ",#Общие ,NonNone,NonNone
Жевалово,"нечто скучное, нудное, неинтересное, общеизвестное.","-а, ср.",NonNone,"А вообще уже наскучило это жевалово про него по всем каналам.  • Да, но тут-то и начнется базар-вокзал, жевалово по понятиям. Кто прав, кто виноват...  • Если человек садится и начинает вот это жевалово читать читать читать... в результате года через 3 он встает из-за стола полностью больным.  • Просто надоело это жевалово уже! Есть тема, пишем по теме!  • Бесмысленное жевалово!  • Самое обычное голливудское жевалово. ",#Общие ,NonNone,NonNone
Жевка,"жевательная резинка, жвачка.","-и, ж.",NonNone,"Первая жевка, я если не путаю, «Стиморол» мятная появилась.  • Самая вкусная жевка на свете — это «Орбит» со вкусом клюквы и апельсинки.  • Мои средства при тошноте: мятная (но не сладкая) конфетка или жевка.  • Когда мой друг попробовал жевку, то она почему-то не жевалась.  • В массовое производство жевка поступила в середине XIX века.  • Там как продавались раньше презики и жевка, так и продаются. ",#Общие ,NonNone,NonNone
Жегун,"Человек который жжет, зажигает, т.е.","-а, м.",NonNone,Ну ты жегун! Аффтар абсурдопедии аццкий жегун! ,#Общие ,От русского жечь.,"проказник, весельчак."
Жаба,язык программирования Java.,"-ы, ж. ","(айтишники, прогеры)","Такого результата, при копировании из памяти в память прога на жабе не достигает.  • Батенька, на Жабе пишут не для того, что бы прога стала быстрее, а уж тем более — меньше.  • Для чего в приложении на жабе может понадобицца щёччик сцылок? ",#Айтишники #Прогеры ,NonNone,"ява, джава"
Жаба,жадность.,"-ы, ж.",NonNone,"Жаба душит — жалко денег на что-либо. Сколько жабу не корми, а она все равно задушит. ",#Общие ,NonNone,"скупость,  скаредность."
Жаба,жаргонное название программы Toad.,сущ. ж.р. ,(проггеры),написать sql-запрос в жабе. ,#Айтишники ,в переводе с англ. Toad - жаба.,NonNone
Жаба гончая,"человек суетящийся, в поте лица решающий проблему.",NonNone,NonNone,"Ношусь, как жаба гончая. ",#Общие ,NonNone,NonNone
Жаба душит,Жадность.,Сущ. Ж.р. И глагол ,(Состояние настроения),Не могу отдать -жаба душит. ,#Общие ,От русского-жмот.,Скаредность.
Жабаскрипт,язык программирования JavaScript.,"-а, м. ",(айтишники),"Жабаскрипт может быть расположен в любом разделе страницы.  • Тыкаем кнопку — жабаскрипт выводит страницу с формой.  • Жабаскрипт это client-side, т.е. js скрипты выполняются на стороне клиенте (читай в браузере).  • Обращаю внимание на 3 и 10 строки, это два варианта различного вызова жабаскрипта.  •  Пожно срезать полностью все жаба-скрипты с указанного сайта, но это не хорошо.  • Кодировка в жаба скрипт. ",#Айтишники ,NonNone,"жаба-скрипт, жаба скрипт"
Жаббер,открытый протокол для быстрого обмена сообщениями.,"-а, м. ",(айтишники),"Жаббер — это аналог нашей любимой аськи, так называемый Instant Messager. ",#Айтишники ,"Англ. бренд Jabber, букв. — болтовня.","жабер, жабёр."
Жабодушно,"о чем-то, на что жалко тратить деньги.",нареч.,NonNone,Ибо 400р отдавать жабодушно.  • Делать это лениво и жабодушно.  • Но 70 тысяч за хорошую дубленку как-то жабодушно.  • Менять на что-то другое было как-то жабодушно — дорого.  • Ежели жабодушно и деньги есть — значит это тебе не нужно!  • А ради проверки выпшикивать специально купленный для этой цели еще один такой же баллон - жабодушно. ,#Общие ,NonNone,жаба
Жабры,"рёбра, используется в выражении «дать по жабрам» — ударить в грудь; впрочем может означать и другие части тела для битья.","-бер, мн.",NonNone,"Телепередача, на которой Боровой получил по жабрам и упал на пол. • Эх, парень по жабрам надо давать, блин!  • Может и по жабрам получил. Есть легенда, гласящая что Лукьяненко получил по жабрам за то что написал то чего не следовало.  • Надо перешагнуть через настрой в бою как можно меньше получить «по жабрам» и поработать в настрое «дать по жабрам» оппоненту. ",#Общие ,NonNone,NonNone
жабяра,человек жадный или предурковатый.,и так и так ,"(гопники, двор)",NonNone,#Гопники ,у нас на раёне.,жадина...
Жавкнуть,"перекусить, немного поесть.",сов. перех и неперех.,NonNone,"(1) я бы сейчас жавкнул чего-нить... • Пойду, надыбаю чего-нибудь жавкнуть, уж больно кушать и спать хочется.  • Хлопнуть сивухи и устрицой с Елисеева жавкнуть.  • Кстати, если бы Адам в Эдеме тогда не «жавкнул» плод...  • Водицы колодезной я б щас жавкнула ковшичек!!!! Холоооооодненькой.  •(2) Жавкнул затвором - дослал патрон в ствол.  • Я вот думаю пригодится ли что с него, голова то хоть не жавкнула?  • Гай неожиданно жавкнул его всей пастью за ногу чуть выше колена.  • Я даже не поняла пока не жавкнула на него. ",#Общие ,NonNone,NonNone
Жажа,одно из сосов Воинов Упячки.,"-и, ж. ",(упячка),"(1) Нуууууу, атаки упячки продолжаются, это риальне жажа!!!1  • Эмо используют так называемое асинхронное щячло, незаметное невооруженным ъжслом, способно вызывать жажа, чочо, порывы пепяки. (2) Признаке того что ваш сиране жажа бложэг отокавали уг-юзеры. ",#Упячка ,NonNone,NonNone
Жаксыбись,"нормально, хорошо, в порядке.",в знач. нареч.,NonNone,"Поехали на СТО – проверить состояние машины, сказали что нужно менять задние серьги, в остальном все жаксыбись.  • Всё будет жаксыбись!  • Всё жаксыбись братан!  • Ну это все конечно жаксыбись, только вопрос... сейчас найти хоть что то можно?!  • Я вот удивляюь почему в Казани и Уфе у властьимущих сердце болеет за развитие спорта а у нас только на словах всё жаксыбись? ",#Общие ,NonNone,NonNone
Жалеп,Шлюха.,Существительное ,(Ругательства),Сколько стоишь жалеп? ,#Общие ,Шымкент.,Давалка.
Жалон,"форма рекламоносителя, выполняемого в виде рекламируемого товара, используется в местах продаж.","сущ., м.р ",(продажа),NonNone,#Общие #маркетинг ,NonNone,NonNone
жаляб,Бл%дь.,"сущ., ж. р. ",(Любая),"Вай, жаляб! Мне на мизере семь взяток всучили!

- Серёга новую ""Бэху"" взял, вон, едет.
- Джаляб, мощная тачка! ",#Общие ,"Перевод с узбекского. Классическое произношение - мягкая ""ж"", как в слове just. Допустимо написание джаляб.","Бля, сука, чёрт."
Жамкать,"то же, что кликать  — навести на изображение или текст на мониторе курсор компа и щелкнуть левой клавишей компьютерного манипулятора «мышь».",несов. перех. ,"(интернет, айтишники)","Ищем там кнопочку «загрузить файл», жамкаем на нее, открывается окошко.  • Образцы счетов для юридических и физических лиц и висят в том месте, на которое комфортнее всего жамкать мышкой.  •  Если там начать жамкать по ссылкам...  • Жамкаем кнопочку. • А там просто жамкаем на кнопку (прямой переход). ",#Айтишники #Интернет ,NonNone,NonNone
Жара,"оценка ситуации как сложной, непредвиденной.",предикатив,NonNone,NonNone,#Общие ,NonNone,попадалово.
Жарить,Cжимать файлы с помощью архиватора JAR.,несов. перех. ,(айтишники),NonNone,#Айтишники ,NonNone,NonNone
Жарить,говорить что-то очень смешное.,несов. неперех.,NonNone,Ну ты жаришь! Вот зажарил! ,#Общие ,NonNone,"угарать, мочить."
Жарить,"Еб*ть, тр*хать.","гл., несов. неперех ",(молодёжь),Пойду сейчас жарить тёлочку. ,#Мат ,NonNone,NonNone
Жать жопу,бояться.,NonNone,NonNone,"Че ты жопу жмешь перед ним?  • И если мандраж тебе жопу жмет...  • Можно было взять трубку и сказать что уже продал а не жать жопу.  • Дай бох всем так самовыражаться, а не жать жопу в углу.  • Влюблённый человек, чего тут стесняца и жопу жать?  • Я свое мнение имею и его не меняю, а ты свое, когда жопу жмет, меняешь.  • Американская улыбка  — результат того, что у америкосов от страха жопу жмёт так, что кожа на лице натягивается. ",#Общие ,NonNone,NonNone
Жаться,жадничать.,несов. неперех.,NonNone,"Жаться, что тратил на новые платья все свои деньги.  • Подумали – жаться не будем, купим что-то хорошее.  •  Аптекам предаться - деньгами не жаться.  • Выбирая подарок такого рода, главное – не жаться.  • Цену назначайте сами, жаться не буду. ",#Общие ,NonNone,NonNone
Жаха,"дурак, даун, человек не отвечавший за свое дело.","сущ., м.р.",NonNone,"Не виде сябя, как Жаха
Вот ты Жаха. ",#Общие ,NonNone,NonNone
Жахнуть,"выпить алкогольный напиток, стопку водки и т.п.",сов. перех. и неперех.,NonNone,"Ну, чё, жахнем, пацаны? ",#Общие ,NonNone,"бухнуть, бахнуть."
Жбан,голова.,"-а, м.",NonNone,C калаша с 1 выстрела в жбан попаду.  • Вопрос этот бесконечно будет долбить в жбан.  • Балашову дали в жбан и арестовали.  • Могу и в жбан дать.  • И не только в жбан получит.  • Ну в жбан бывает и не по своей воле получаешь.  • Каждый выход в игру 1 в 1 убивали в жбан.  • Бей сдину в жбан.  • Чуть высунулся - имеешь шанс каким-нибудь дерьмом получить в жбан. ,#Общие ,NonNone,NonNone
Жбанить,выпивать.,несов. неперех.,NonNone,NonNone,#Общие ,NonNone,NonNone
Жбанить,"пить спиртное, употреблять алкоголь.",несов. неперех. и перех.,NonNone,"Перестали жбанить и стало спокойней, меньше ругани.  • Они придумывают пиплам праздники и трауры, говорят, мол, такого-то числа надо смеяться и жбанить шампанское.  • Честно сказать, начал крепко жбанить горькую.  •  Будут подольше во дворе с корешами жбанить.  • Остается взять пивасик и жбанить где-нибудь в закутке. ",#Общие ,NonNone,NonNone
Жвальник,рот.,"-а, м.",NonNone,"Закрой свой жвальник, иначе немного асфальта прожуешь.  • Чернявый послушался, отщипнул половинку, закинул в жвальник.  • Я захлопнул жвальник.  • Искренне благодарит и не кривит жвальник.  • Прикрой свой жвальник!  • Я зажмурил глаза и разинул жвальник. ",#Общие ,NonNone,"варежка, хлеборезка, пачка, жвало, хавальник."
Жванина,"нечто скучное, нудное, неинтересное.","-ы, ж.",NonNone,"(1) Блин, это наверное единственный фильм, который даже в третьей части еще не жванина.  • Серая, нудная жванина.  • Все их обещанные дни с 10 мая ничего толком и конкретного мы не увидем только жванина тупая ни о чем.  •  Путин, который непонятную жванину разводит.  • Под видом очерка печатается словесная жванина.(2) К концу живачечной эры, ловис занимал 80 процентов от всего потребляемого объема жванины.  • Живите ровно, жуйте жванину.  • А Запад в это время коллекционировал фантики от жванины и пивные пробки. ",#Общие ,NonNone,NonNone
Жванык,"жевательная резинка, жвачка.","-а, м.",NonNone,"Не, отогреть кипятком можно, а вот жванык не отодрёшь.  • И я жую жваныки с первых дней, правда сначала их как леденцы рассасывала.  • Всё, я заплакал! Как вспомнил вкус этих жваныков!!!  • В детстве у меня карманы были забиты жваныками.  •  10 фактов про жваныки. 1. Жевательное вещество было известно еще в далекой древности, для очистки зубов и придания аромата дыханию, люди использовали растительные смолы...  • У мну вчера друг на моих глазах вывел жванык со штанов какой-то жидкостью, похожей на бензин: воняет, но выводит. ",#Общие ,NonNone,NonNone
Жваркнуть,больно ударить.,гл.,NonNone,"Кузя: А вы меня не жваркнете?
Ведущая: А что такое «жваркнуть»?
Кузя: Ну, наподдать, отлупить, отдубасить – всё равно больно.. ",#Общие ,NonNone,NonNone
жвсм,"Жизнь ворам, смерть мусорам.",NonNone,NonNone,NonNone,#Тюремныйслэнг ,NonNone,NonNone
ЖВСС,Расшифровывается как Жизнь Ворам С...кам Смерть.,ЖВСС ,(Воровской жаргон),NonNone,#Тюремныйслэнг ,NonNone,NonNone
ждёмс,Ждать кого либо.,Глагол мн.ч ,(друзья),Ждёмс тебя к 7 утра. ,#Общие ,NonNone,"Ждать, Ожидать."
ждун,"Нелепая грушеподобная скульптура с хоботом, прозванная мемом, символизирующая ждущего человека.","сущ., м. р. ",(Социальные сети),Новый мем ждун форсят на всех сайтах. ,#Общие ,NonNone,"ожидающий, ждущий."
Жевабельный,годный для жевания (мягкий); съедобный.,"-ая, -ое, -ые",NonNone,"Не верю я, что из нашей пашины можно что-то жевабельное приготовить.  • Приятная консистенция, попадаются жевабельные кусочки, но многовато соли.  • Не ошибись я с гарниром, получилось бы несочное, но хотя бы жевабельное и съдобельное блюдо!  • Ветчину жарим не до хрустящей жести, а так, до ароматного запаха и «жевабельного» состояния.  • Вопрос к теткам, которые готовят блюда с использованием морского коктейля: он вообще как после термической обработки, жевабельный аль резина-резиной? ",#Общие ,NonNone,NonNone
Жевалово,"нечто скучное, нудное, неинтересное, общеизвестное.","-а, ср.",NonNone,"А вообще уже наскучило это жевалово про него по всем каналам.  • Да, но тут-то и начнется базар-вокзал, жевалово по понятиям. Кто прав, кто виноват...  • Если человек садится и начинает вот это жевалово читать читать читать... в результате года через 3 он встает из-за стола полностью больным.  • Просто надоело это жевалово уже! Есть тема, пишем по теме!  • Бесмысленное жевалово!  • Самое обычное голливудское жевалово. ",#Общие ,NonNone,NonNone
Жевка,"жевательная резинка, жвачка.","-и, ж.",NonNone,"Первая жевка, я если не путаю, «Стиморол» мятная появилась.  • Самая вкусная жевка на свете — это «Орбит» со вкусом клюквы и апельсинки.  • Мои средства при тошноте: мятная (но не сладкая) конфетка или жевка.  • Когда мой друг попробовал жевку, то она почему-то не жевалась.  • В массовое производство жевка поступила в середине XIX века.  • Там как продавались раньше презики и жевка, так и продаются. ",#Общие ,NonNone,NonNone
Жегун,"Человек который жжет, зажигает, т.е.","-а, м.",NonNone,Ну ты жегун! Аффтар абсурдопедии аццкий жегун! ,#Общие ,От русского жечь.,"проказник, весельчак."
жеза,"То же, что и ""жиза"".","сущ., ж. р. ",(интернет),"Короче, парни, жеза. Я разрыдался. ",#Общие ,NonNone,Жиза.
Жеки,Резиновые шлепанцы.,"сущ., м.р ",(Быдло),"Ебать, жеки ноги натерли. ",#Общие ,"«жесть», как распространены.",Тапки.
Железка,"железная дорога, рельсовый путь.",NonNone,NonNone,"Я живу около железки.  • По железке в Абхазию.  • С детства обожаю путешествия по стальным магистралям, люблю всю ту атмосферу, которая присутствует на железке!  • Вдоль железки там вполне себе можно было пройти.  • Её хорошо видно из поезда, она стоит прямо около «железки». ",#Общие ,NonNone,NonNone
Железно,"точно, наверняка, без сомнений.",в знач. нареч.,NonNone,"1000 рублей в день железно!  • На этот раз — железно.  • Если бы Мозякин был словаком, он бы железно играл на Олимпиаде.  • Факты, которые я точно и железно уяснила при этой диете.  • Ложь западных СМИ о Сирии доказана железно. ",#Общие ,NonNone,NonNone
Железо,набор тарелок в ударной установке.,"-а, ср. ",(музыка),"(1) Не забудь железо на репетицию принести.  • Я умею играть на железе, на гитаре, ударных и клавишах.  • Играю на железе с конца 2007 года.  • Кто играет на железе «Сабиан»?  • Если конечно ваш драммер играет на железе типа «Sabian AAX» или «HHX», «Ziljian A Kustom» и т.д. состоящем, например, из 10 тарелок такого класса.(2) Играю на железе Pentium D 3.40 RAM DDR 2 1Gb nVidia GeForce 7600 GS 512Mb Windows Xp sp3.  • Со временем научился пользоваться софтом и спустя год впервые играл на железе.  •  Не обязательно играть на железе, главное - концентрировать свои усилия. ",#Музыка ,NonNone,NonNone
Железо,собирательное название металлических доспехов и оружия.,"-а, ср. ",(ролевики),NonNone,#Ролевики ,NonNone,NonNone
Железо,"аппаратное обеспечение для создания музыки: аналоговые синтезаторы, секвенсоры, микшеры, контроллеры, ревербераторы, компрессоры и многое другое.","-а, м. ",(электронная музыка),Я предпочитаю работать с железом.  • Работаю с железом уже 5 лет.  • Работа с железом помогла мне лучше понять работу программных секвенсоров. ,#Музыка ,NonNone,NonNone
Железо,"апаратная часть компа  или другой электронной техники, т.е на бытовом языке собственно сам физический предмет без программ — софта.","-а, м. ",(айтишники),NonNone,#Айтишники ,NonNone,NonNone
Железобетонно,"точно, да, так, верно.",в знач. нареч.,NonNone,NonNone,#Общие ,NonNone,NonNone
Железяка,девушка.,"-и, ж.",NonNone,А там такие железяки были... ,#Общие ,NonNone,железка.
Железяка,Планета из мультфильма Тайна Третьей Планеты.,"сущ., ж.р. ",(мультики),NonNone,#Общие ,NonNone,NonNone
Железячник,"айтишник, специализируюйся на ремонте, сборке и отладке аппаратной части компьютеров  —  железа.","-а, м. ","(айтишники, показать все слова сленга железячников (электронщиков))","Железячник спервa выбирaет кaмень, лезет в  тачку, сует его в мaму, после чего уже...  • Для меня, как для старого железячника, любое цифровое устройство — сложный организм, требующий настройки, смены прошивки, длительного теста, выявления глюков, подлаживания и т.п.  • B нee жeлeзячники  вcoвывaют, кaк пpaвилo, нecкoлькo дeвaйcoв, бeзycлoвнo oбecпeчивaющиx фyнкциoниpoвaниe тaчки. ",#Айтишники #Железячники ,NonNone,NonNone
Железячник,"направление среди любителей ролевых игр и спортивного исторического фехтования, использующее стальной доспех и оружие (не железячники используют менее опасное деревянное или пластиковое оружие).","-а, м. ",(ролевики),"Настоящий железячник если захотел биться едет на бугурт. •  Самые вегетарианские из реконструкторов, дерутся ротанговыми мечами, а не железом, добавьте сюда еще и железячников и впечатлитесь. • РИ и история разные вещи и борьба т.н. сказочников и железячников. ",#Ролевики ,NonNone,NonNone
Жёлтая сборка,"произведено в Китае, Сингапуре, и  прочей Азии.",NonNone,(айтишники),NonNone,#Айтишники ,NonNone,"белая сборка, серая сборка"
