name,definition,type,group,examples,hashtags,origin,synonyms
Еблофон,концептуальный мобильный телефон «Ifon» фирмы «Apple».,"-а, м. ",(айтишники),"Есть стоимость начального взноса за еблофон, есть ежемесячное отчисление за пользование еблофоном минимум вдвое выше абонентки и, самый хит, после всего этого вы не станете владельцем этого самого еблофона, это аренда! • Нужен ёблофон.  • Фотожопа  для еблофона.  • Я без понятия как разлочить еблофон. ",#Общие #Айтишники #Железячники ,"Искаженное «яблофон», т.к. «Apple» по ангельски «яблоко», а почему в начале «е» сам не знаю.",яблофон
ЕБМП,"если боян — мне пофиг — предупреждение читателю о том, что текст поста  может быть и устаревшим — бояном — , но аффтар  считает нужным его повторить.",аббрев. ,(каменты),NonNone,#Падонки ,NonNone,NonNone
ебок,Ебок! все етп заебок.,NonNone,(МИ С ПАСАНАМИ),ГЫГЫГЫГ ЕБОК. ,#Гопники ,Падик.,ебак ебук.
ебола,"Бред, ерунда, что-то плохое.",сущ. ж. р. ,(молодежь),Что за еболу надо писать во второй главе? Че за ебола? ,#Общие ,от название новомодного вируса Эболы.,"фигня, шняга."
еболай,Человек который творит ерунду.,сущ.м.р ,(дикошарые),"Ты ебалай
Сказочный ебалай. ",#Общие ,NonNone,долбан.
Ебошаший,"очень хороший, великолепный.","-ая, -ое. -ые.",NonNone,"Ебошашие ватрушки. • Вот это солист у них и ебошаший немилосердно парень.  • Адекватный ебошаший маг. Надо брать!  • Кто сейчас играет в топовых городских командах это костяк и он ебошаший.  • Ебошаший коммент.  • Но нет, надо делать кирасы с владимирами и не брать ебошаший радианс. ",#Общие ,NonNone,офигительный.
Ебта,Заключительное добавление к предложению.,Неграмматическая ,(Жаргон),"Уже разгрузил, ебта. ",#Общие ,NonNone,"Ептить, епт.."
ебтвоюбогомуть,Ругательство.,NonNone,(интернет),"Да, ебтвоюбогомуть, сколько можно... ",#Общие ,NonNone,ебтвоюмать.
ебтебяосел,"Обращение к хачу, который тупой как баран.",ебтебяосел ,(хачи),"-Ай билят прывэт краспаицэ
-ебтебяосел ну ты и Пикап мастер сука. ",#Общие ,Знаю.,жертва изнасилования ослами.
Ебург,город Екатеринбург.,"-а, м. ",(топоним),"Ктонить из Ебурга есть? • Я еду после нового года в Ебург, если что, с Е.Летовым познакомлю кто его не знает. • Поедешь в Екат? • Дранг нах Екат! ",#Топонимы ,"По нек. версиям от e-burg, eburg — в начале 90-х домены второго уровня для Екатеринбурга в интернете.","Е-бург, E-burg, Ебурх, Екатеринбурх, Екат, Ёкабург"
ебучка,лицо.,сущ. ,(жизнь),NonNone,#Гопники ,жизнь.,NonNone
Еванутый,фанат аниме «Евангелион» режиссёра Хидэаки Анно и\или одноименной манги мангаки Ёсиюки Садамото.,"-ая, -ые ",(аниме),"Ну ты Еванутый!  •  Кучка Еванутых.  • Еванутый магазин - Animemaga.ru  • Ну тот самый Еванутый, брат Онямушника.  • USB флешки выполнены в виде контактных капсул для Евы-01 и Евы-00. Цена такой Еванутой флешки будет 3980 йен.  • Ели Еванутые умные, а он ещё умнее их то всё — гений всея анимеруси.  • По правде говоря, я тоже малость сильно ЕВАнутый. Тока на аниме.  • Вот если меня НГЕ окончательно доломала, поставив на путь аниме, то я канаю за еванутого?  • Еванутые не вполне адекватны, хотя если бы в Наруто не было наруто, я бы сказал что наруто неплох...  • Хотя нет, еванутые неадекватнее ибо верят что Ева оригинальна. ",#Аниме ,"Международные название аниме «Neon Genesis Evangelion», сокращенно «Ева» или абррев. НГЕ, яп.  新世紀エヴァンゲリオン.","НГЕ, Ева."
Евпати коловрати,"возглас выражения эмоций, чаще всего отрицательных; оценка ситуации как плохой.",междометие и предикатив,NonNone,"Евпати-коловрати,она ещё жива!?  • Евпати коловрати!!! Файл не найден, чооорт!  • Евпати Коловрати, я опять в пролёте!  • Евпати-коловрати я ненавижу тебя и в то же время люблю!  • Евпати-калаврати, что с нашим форумом?  • Евпати калаврати!!! Оё!!! Так это ж круть!!!  • Евпати калаврати, не может быть! ",#Общие ,NonNone,евпати калаврати
Евпатий коловратий,Мат.,"Сущ.,м.р.",NonNone,NonNone,#Общие ,NonNone,NonNone
Евпочя,если вы поняли о чём я (в смысле о чём я говорю).,аббрев. ,(интернет),"Где бы взять Моисея, ЕВПОЧЯ?  • А по потребностям – надо было коммунизм строить, евпочя. • Из ротанга хорошие розги получаются, ЕВПОЧЯ.  • Всех наших - с праздником (ЕВПОЧЯ)!  • История ранней жэжэшечки повторяется, ЕВПОЧЯ. ",#Интернет ,NonNone,NonNone
Евреец,еврей.,"-ца, м.",NonNone,"Едут в купе поезда американец, итальянец, японец и евреец. • Если конечно не евреец польский или татарин румынский. •  Я не китаец, я — евреец. ",#Общие ,NonNone,"еврюга, еврюжник"
е-мейл,Электро́нная по́чта  — технология и служба по пересылке и получению электронных сообщений между пользователями компьютерной сети (в том числе — Интернета).,"сущ., хз р. ",(Интернет),"
Ё-моё
е-мейл
е-мейл
Ё-моё

",#Интернет ,NonNone,NonNone
Ё-моё,возглас выражения эмоций.,междометие,NonNone,"Ё-моё, а я то думал що ты мне друг.  • Е-мое, что такое?!  • И тут все звезды зажглись и отразились в морской глади, ё-моё!  • И в восторге от неё. / Вдруг воскликнул: «Ё моё!»  • Эх, ё-моё, опять пропил получку, . Эх, ё-моё, вернётся - будет взбучка.  • А навстречу такая цыпочка, что просто ё-моё!  • Брошенное в сердцах «Ну, ё-мое!» отныне четко обозначит проблему. ",#Общие ,NonNone,"вау, бля, блин."
ЕАО,Пацанский таз ЕАО.,ЕАО ,(ЕАО),NonNone,#Общие ,NonNone,ЕАО.
ебабельно,"четко, класно, заебись.",ебабельно ,(школьники),"Уоу чика, ты выглядишь ебабельно. ",#Общие #Мат ,От глаг. -ебаться.,охуительно.
Ебабельный,"Человек с высокой сексуальной привлекательностью.
Преимущественно женщина, выставляющая на показ свою сексуальность.",прилагательное ,(подростки),"Нравится мне эта тёлка, весьма ебабельная, но на роль жены не тянет - слишком уж привыкла к дурному вниманию.
Ух как ебабельна! Я б вдул!
Встречаться не стал бы, но она ебабельна. ",#Общие ,Происходит от слова еб$ть (иметь секс).,"сексуальный, фапабельный, дрочибельный."
ебаклак,"Глупый, бестолковый.",сущ. м.р. ,(гопники),NonNone,#Общие ,NonNone,NonNone
Ебалайка,"универсальное название  любого предмета или явления, заменитель слова — идентификатора предмета, точное имя которого неизвестно; нередко с пренебрежительным оттенком.",NonNone,NonNone,"Эта ебалайка что ли твоя машина?  • Нужна ли такая ебалайка в аквариуме?  • А что за ебалайка на кровати около куска пластмассы?  • Под клизмой, судя по всему, понимается ебалайка синего цвета на заднем плане.  • Ненавижу когда выскакивает эта ебалайка.  • Вот эта ебалайка что ли твой волшебный жезл?  • Вся эта ебалайка должна работать и при публикации в вордпресс через Semagic.  • А на фотке у меня что за ебалайка, знает кто?  • Не заводится моя ебалайка. ",#Общие ,NonNone,"фиговина, хреновина, хренька, фигня, байда."
ебало на ноль,Заткнись.,NonNone,(Интернет-сленг),"Ебало на ноль, мразь. ",#Общие ,NonNone,NonNone
ебанавт,дурной человек.,"сущ., м.р",NonNone,NonNone,#Общие ,NonNone,NonNone
ебанас,"Сумасшедший, придурок, слабоумный.","сущ., м. р. ",(гопники),"Ты что - ебанас , делаешь? ",#Общие ,от ебанутый..,"ебанашка, ебанат."
ебанзе,оскорбление человека людьми  недоразвитыми.,прилаг. ,(да хуй знает),Че ты как ебанзе? Ну ты вообще ебанзе! ,#Общие ,от хохлятского:п%зданутый(ая).,ебанько.
ебаноид,"Человек, сотворивший или творящий или намеревающийся сотворить нечто весьма добанутое (неадекватное).",сущ. ,(жизнь),Вот ты ебаноид! ,#Общие ,жизнь.,"неадекват, дебил, тупица.."
ебантаны,"Южно-корейский бойсбенд BTS, имеющий название в народе Bangtan Boys (""Bulletproof Boy Scouts"" - пуленепробиваемые ребята).",сущ. мн.ч ,(кей-поп),"-Смысл вообще другим станет, и ты поймешь, что ебантаны под конец с ума сошли...
-Бантаны себе связи набивают, короче, а потом их будет знать весь мир. Даже Обама и Путин будут ставить себе рингтончики ебантаев. И Землю переименуют в ""ЕБАНТУЕВО"". И будут имена у нас не ""Катя, Наташа, Валентин"", а ""ЕБАТЯ, ЕБАНТАША и ЕБАНТИН"". ",#Музыка #СлэнгФанатов ,"Кто-то ляпну в коментах под постом, ну и понеслась...","Бантаны, ебананы, ебантаи, БиТиЭс, Пуленепробиваемые парни."
ебанушка,человек который поступил неправильно.,"сущ., м.р, уменьшительное-ласкательное ","(интернет, социальные сети)",NonNone,#Общие ,NonNone,NonNone
ебасос,Либо человек у которого все хреново получается.,"сущ., м.р ",(улица),NonNone,#Гопники ,"""Че серьёзно, даа серьезно.","%блан, долба%б, ебасосин."
Ебатистика,"чепуха, ерунда.","-и, ж.",NonNone,"Чё за ебатистику он несёт?  • Мы проиграли на Евровидении?! Это ебатистика, судью на мыло!!  • Но так, чтобы вырубало, такой ебатистики ещё не было!  • Вообще убери все лишние плагины, ебатистика какая-то высвечивается играть не дает нормально! ",#Общие ,NonNone,фигня.
ебачес,человек постоянно косячит.,м. р. ,(везде),саша иванов ебачёс. ,#Общие ,тормоз.,олень.
ебашь,"усердно, до пота чем-либо заниматься.",гл.пов.накл. ,(молодежь),NonNone,#Общие ,NonNone,Старайся.
ебеня,"Глухое и, как правило, удаленное от благоустроенных территорий место.","существительное, множественное число ",(Разговорная речь),Заснул в троллейбусе - проснулся в ебенях. ,#Общие ,NonNone,Глушь.
ебил,"Еврейская Боевая Илита Лепрозория (утонченная разрешенная организация).
Закрытое сообщество обитателей сайта dirty.ru.","сущ., м. р. ",(интернет),"Вступайте в ряды ЕБИЛ, юзернейм! ",#Социальныесети ,NonNone,NonNone
ебич,"Человек, который все нагнул.",NonNone,NonNone,Я ебич. ,#Социальныесети ,NonNone,NonNone
ебланка,"глупая девушка, сделавшая что-то не так.",сущ ж р ,(гопники и злая молодежь),"зачем ты написала своему бывшему, ты че ебланка?? ",#Общие ,NonNone,"дура, тупица, больная, дикая."
Еблет,лицо.,"-а, м.",NonNone,"Те чё в еблет с ноги насечь?!  • Ну у тя и еблет!!  • Зимой и летом — с недовольным еблетом.  • Сияние ее еблета на экране ничем не оправдано.  • Невнятный непримечательный белый человек с напряженным еблетом.  • Я, было, еблетом потянулся к ней, поцеловаться на прощание.  • Приложился еблетом об новенький пожарный щит.  • А я быстро вытерла еблет олимпийской майкой. ",#Общие ,"Происходит от матерного глагола, который в русском языке имеет весьма обширные значения и множество производных.","хлебало, фейс."
Еблопад,планшетный компьютер Ipad фирмы Apple.,"-а, м.",NonNone,"У меня есть клевый еблопад! Я на нем играю в ябло игрушки!  • Те ему еблопад задарили.  •  Я в результате перешёл на проводную систему, а для еблопада оставил еблороутер, сигнал ни разу не терялся. •  Покупая у него еблофон и еблопад.  • Еблофоны и еблопады не брал, т.к. это кало. Андроид - вот выбор модных мальчишек! ",#Общие ,NonNone,NonNone
Еблофон,концептуальный мобильный телефон «Ifon» фирмы «Apple».,"-а, м. ",(айтишники),"Есть стоимость начального взноса за еблофон, есть ежемесячное отчисление за пользование еблофоном минимум вдвое выше абонентки и, самый хит, после всего этого вы не станете владельцем этого самого еблофона, это аренда! • Нужен ёблофон.  • Фотожопа  для еблофона.  • Я без понятия как разлочить еблофон. ",#Общие #Айтишники #Железячники ,"Искаженное «яблофон», т.к. «Apple» по ангельски «яблоко», а почему в начале «е» сам не знаю.",яблофон
ЕБМП,"если боян — мне пофиг — предупреждение читателю о том, что текст поста  может быть и устаревшим — бояном — , но аффтар  считает нужным его повторить.",аббрев. ,(каменты),NonNone,#Падонки ,NonNone,NonNone
ебок,Ебок! все етп заебок.,NonNone,(МИ С ПАСАНАМИ),ГЫГЫГЫГ ЕБОК. ,#Гопники ,Падик.,ебак ебук.
ебола,"Бред, ерунда, что-то плохое.",сущ. ж. р. ,(молодежь),Что за еболу надо писать во второй главе? Че за ебола? ,#Общие ,от название новомодного вируса Эболы.,"фигня, шняга."
еболай,Человек который творит ерунду.,сущ.м.р ,(дикошарые),"Ты ебалай
Сказочный ебалай. ",#Общие ,NonNone,долбан.
Ебошаший,"очень хороший, великолепный.","-ая, -ое. -ые.",NonNone,"Ебошашие ватрушки. • Вот это солист у них и ебошаший немилосердно парень.  • Адекватный ебошаший маг. Надо брать!  • Кто сейчас играет в топовых городских командах это костяк и он ебошаший.  • Ебошаший коммент.  • Но нет, надо делать кирасы с владимирами и не брать ебошаший радианс. ",#Общие ,NonNone,офигительный.
Ебта,Заключительное добавление к предложению.,Неграмматическая ,(Жаргон),"Уже разгрузил, ебта. ",#Общие ,NonNone,"Ептить, епт.."
ебтвоюбогомуть,Ругательство.,NonNone,(интернет),"Да, ебтвоюбогомуть, сколько можно... ",#Общие ,NonNone,ебтвоюмать.
ебтебяосел,"Обращение к хачу, который тупой как баран.",ебтебяосел ,(хачи),"-Ай билят прывэт краспаицэ
-ебтебяосел ну ты и Пикап мастер сука. ",#Общие ,Знаю.,жертва изнасилования ослами.
Ебург,город Екатеринбург.,"-а, м. ",(топоним),"Ктонить из Ебурга есть? • Я еду после нового года в Ебург, если что, с Е.Летовым познакомлю кто его не знает. • Поедешь в Екат? • Дранг нах Екат! ",#Топонимы ,"По нек. версиям от e-burg, eburg — в начале 90-х домены второго уровня для Екатеринбурга в интернете.","Е-бург, E-burg, Ебурх, Екатеринбурх, Екат, Ёкабург"
ебучка,лицо.,сущ. ,(жизнь),NonNone,#Гопники ,жизнь.,NonNone
Еванутый,фанат аниме «Евангелион» режиссёра Хидэаки Анно и\или одноименной манги мангаки Ёсиюки Садамото.,"-ая, -ые ",(аниме),"Ну ты Еванутый!  •  Кучка Еванутых.  • Еванутый магазин - Animemaga.ru  • Ну тот самый Еванутый, брат Онямушника.  • USB флешки выполнены в виде контактных капсул для Евы-01 и Евы-00. Цена такой Еванутой флешки будет 3980 йен.  • Ели Еванутые умные, а он ещё умнее их то всё — гений всея анимеруси.  • По правде говоря, я тоже малость сильно ЕВАнутый. Тока на аниме.  • Вот если меня НГЕ окончательно доломала, поставив на путь аниме, то я канаю за еванутого?  • Еванутые не вполне адекватны, хотя если бы в Наруто не было наруто, я бы сказал что наруто неплох...  • Хотя нет, еванутые неадекватнее ибо верят что Ева оригинальна. ",#Аниме ,"Международные название аниме «Neon Genesis Evangelion», сокращенно «Ева» или абррев. НГЕ, яп.  新世紀エヴァンゲリオン.","НГЕ, Ева."
Евпати коловрати,"возглас выражения эмоций, чаще всего отрицательных; оценка ситуации как плохой.",междометие и предикатив,NonNone,"Евпати-коловрати,она ещё жива!?  • Евпати коловрати!!! Файл не найден, чооорт!  • Евпати Коловрати, я опять в пролёте!  • Евпати-коловрати я ненавижу тебя и в то же время люблю!  • Евпати-калаврати, что с нашим форумом?  • Евпати калаврати!!! Оё!!! Так это ж круть!!!  • Евпати калаврати, не может быть! ",#Общие ,NonNone,евпати калаврати
Евпатий коловратий,Мат.,"Сущ.,м.р.",NonNone,NonNone,#Общие ,NonNone,NonNone
Евпочя,если вы поняли о чём я (в смысле о чём я говорю).,аббрев. ,(интернет),"Где бы взять Моисея, ЕВПОЧЯ?  • А по потребностям – надо было коммунизм строить, евпочя. • Из ротанга хорошие розги получаются, ЕВПОЧЯ.  • Всех наших - с праздником (ЕВПОЧЯ)!  • История ранней жэжэшечки повторяется, ЕВПОЧЯ. ",#Интернет ,NonNone,NonNone
Евреец,еврей.,"-ца, м.",NonNone,"Едут в купе поезда американец, итальянец, японец и евреец. • Если конечно не евреец польский или татарин румынский. •  Я не китаец, я — евреец. ",#Общие ,NonNone,"еврюга, еврюжник"
Еврей,евро — денежный знак Евросоюза.,"-я, м.",NonNone,"Ну я недавно мою GT9800 купил за 100 евреев!  • Ну наконец-то в текущем месяце начнуться продажи, цена 500 евреев.  • В магазине цена 70 евреев.  • Там будет зарплата 1500 евреев за профессию мойщика туалетов, из них 1000 отдашь сразу за жильё, а 500 на гамбургеры и трамвай.  •  Эта игрушка сечас стоит 15 евреев, думаю каждому доступна  —  это не дорого. ",#Общие ,NonNone,NonNone
Еврей,"Человек, который делает все наоборот.","сущ.,м.р. ",(люди),"""Ну ты еврей!"". ",#Общие ,NonNone,евреец.
Еврибади,"Веселая, многолюдня вечеринка, в дорогих условиях.",существительное ,(кто угодно),"Давайте устроим еврибади, а то скучно как-то. ",#Общие ,От слова Пати.,"вечеринка, туса."
Евробелорус,гражданин Белорусии — сторонник европейской интеграции страны (в отличие от сторонников интеграции с Россией).,"-а, м.",NonNone,"«Евробелорусы» (сторонники западных ценностей) — это: — преимущественно молодые люди; — в основном из больших городов.  • Но все же «евробелорусов» становится больше. В то же время отмечается некоторое снижение числа сторонников интеграции с Россией.  • Представляется, что для «евробелорусов» — сторонников А. Лукашенко Европа – край материального благополучия, порядка и справедливости, образец экономических успехов.  • В то же время доля «евробелорусов» снизилась до рекордно низкого значения за последние 6 лет. ",#Общие ,NonNone,NonNone
Евроидиотизм,"(иронически, оскорбительно) — политические убеждения сторонников интеграции постсоветских стран с Европой.","-а, м. ",(обзывательство),Прагматизмом тут и не пахнет. Быть может — евроидиотизмом?  • Евроидиотизм - это сдача национальных интересов за умозрительные перспективы членства в ЕС.  • Зачем же тогда «померанчевое» евролобби тратит столько усилий на пропаганду «евроидиотизма»?  • Киев демонстрирует политику евроидиотизма.  • Медведчук обвинил власть в «евроидиотизме».  • Эпоха инфантильного евроидиотизма. ,#Общие ,NonNone,NonNone
Евроинтеграст,презрительное прозвище сторонников европейской интеграции на Украине.,"-а, м. ",(политика),"Евроинтеграсты пытаются устроить в Украине государственный переворот.  • Евроинтеграст Азаров жалуется, что Европа не спешит помогать Украине.  • Евроинтеграсты брызгают слюной.  • Подноготная хохлятских евроинтеграстов.  •  Очередная провокация «необандеровских евроинтеграстов».  • А беснующиеся тут евроинтеграсты, заявляющие, что весь народ Украины хочет в ЭС, почему-то референдума боятся. ",#Общие ,"От сочетания слов:
евро - пространство ЕС;
интеграст - производная от слова интегратор, использованная в пренебрежительном контексте с окончанием идентичным слову ""педераст"".","европидор, евроинтегратор."
Европка,"Евро, денежная единица Евросоюза.","-и, ж. ",(гопники),Этому хламу ценник - одна европка!!! ,#Гопники ,От. euro — евро.,"еврик, еуро."
евроскептик,нелюбитель геев.,существительное ,(политика),"Правильно говорить не гомофоб, а евроскептик.(новорусский анкдот от петросяна). ",#Общие ,Произрастает из анекдотов про геев и европу(это одно и то-же).,гомофоб.
Египетская сила,"Это выражение спонтанное, резко и хорошо звучащее, это эвфемизм, замена более крепкому ругательству.","Прил., ж.р ","(Взрыв эмоций, удивлени�.)",ЕГИПЕТСКАЯ СИЛА. ,#Общие ,это фраза Николая Петровича Воронина из сериала Воронины на СТС.,NonNone
Егогог,ошибка.,"-а, м. ","(айтишники, прогеры)","Ничего не запускается, сплошной егогог.  Даже мультитест не проходит, говорит егогог 1010. ",#Айтишники #Прогеры ,Искаж. «кириллическое» прочтение англ. error — ошибка.,"егор, еггог"
Егоор,"Человек, который постоянно врет и придумывает неправдоподобные истории.",сущ. ,(Общество),"-Слушай, я вчера словил акулу в озере!
-Коль, ты такой егор... ",#Общие ,NonNone,"врун, обманщик."
Егор,"ошибка, стандартное сообщение программы об ошибке.","-а, м. ","(айтишники, прогеры)",По всем ссылкам поселился Егор-404. •  Акробат выдаёт «егор оупенинг» • Егор-403 —  «У вас нет прав для просмотра этой траницы». ,#Айтишники #Прогеры ,Кириллическое прочтение англ. «error» —  ошибка.,"егогог, еггог"
Егор Крид,Российский певец.,NonNone,(Паблики),NonNone,#СлэнгФанатов ,NonNone,Кридоманка.
Еда,Пища которую едят множество людей.,...,NonNone,NonNone,#Общие ,NonNone,NonNone
единоразово,"одноразово, только на один раз - нечто что нельзя использовать или повторять многократно.",наречие ,"(интернет, социальные сети)",NonNone,#Общие ,NonNone,NonNone
Единорог,"мифическое животное, представляет собой лошадь с рогом на лбу.","-а, м",NonNone,Смотри! Единорог!!! ,#Общие ,NonNone,NonNone
Едрить,"возглас выражения эмоций, употребляется как отдельно так и в словосочетаниях, например «едрить твою налево».",междометие,NonNone,"Едрить... какая цаца!  • Едрить твою в дышло!  • Ё-моё, 	охренеть, едрить, тебе СМС-ка пришла!  • Счастливые лесные друзья, едрить их налево!  • Ох, ты ж, едрить!  • Где пруфлинки, едрить-колотить?  • Меня вот, едрить, в школе на уроках труда даже вязать научили.  • Как же я устаю, едрить его так!  • Ох, уж этот молодежный сленг, едрить его за ногу! ",#Общие ,Эвфемизм от  матерного выражения.,"епт, ё-моё, охренеть, офигеть, вау, блин, ёкарный бабай."
Едросить,презрительное именование действий партии «Единая Россия».,несов. перех.,NonNone,"Желающих едросить Туву оказалось больше, чем мест в парламенте.  • Хватит едросить Ставрополь!  • Чем едросить от этого один вред!  • Путин, хватит едросить Россию!  • Так этим деятелям всегда можно сказать - кончай едросить. ",#Общие ,NonNone,NonNone
еее рок,"Сейчас это популярно в ВК, как ""чему то радоваться""говоря ""еее рок"".",NonNone,(В диалоге),"Еее рок, я прошёл сложный уровень в игре! ",#Общие ,NonNone,NonNone
"еее, рок",новый интернет-мем.,NonNone,NonNone,NonNone,#Социальныесети ,NonNone,NonNone
Ёж,"осколочно-фугасный снаряд, обладающий малым пробитием и большим количеством урона, в игре ""World of Tanks"".","-а, м. ","(геймеры, симуляторы)",— слышь! ты кв2 голдой зарядил? — нет ежами!!! зачем бы я шайтанку покупал если бы с ББ или голдом ездил? ,#Геймеры ,NonNone,"фугас, шапка."
