name,definition,type,group,examples,hashtags,origin,synonyms
Обдолбаннный,находящийся в состоянии наркотического опьянения.,"-ая, -ые",NonNone,Приходит обдолбанный нарик в татуировочную мастерскую к такому же обдолбанному мастеру.  • Обдолбанный мужик в магазине.  • На складе сидит наглухо обдолбанный смотритель за складом.  • Очередной обдолбанный водитель.  • Идет торч по улице обдолбанный. ,#Наркоманы ,NonNone,NonNone
обдолбанный,"Человек, который находится в наркотическом опьянении.",прил.,NonNone,NonNone,#Наркоманы ,NonNone,Обкуренный.
Обдолбыш,человек в состоянии наркотического опьянения; наркоман.,"-а, м",NonNone,"Гайцы остановили очередного обдолбыша (ну или пьянь).  • Обдолбыш в голом виде устроил беспредел в Ставрополе!  • Сосед-обдолбыш вчера звонил.  •  Ну что за бред, что за обдолбыш писал?!  • А поступить в высшее учебное заведение может и обдолбыш?  • Через полчаса, когда обдолбыш устал стучать и ушел, приехала милиция. ",#Общие ,NonNone,NonNone
обдолбыш,"Человек, который принял много, чересчур наркотиков.","сущ.,м.р.",NonNone,NonNone,#Общие ,NonNone,наркоман.
обезбашенная,сумасшедшая.,прилагательное,NonNone,"Эта тян обезбашенная, не связывайся с ней. ",#Общие ,NonNone,NonNone
обезбашенный,"Сумасшедший, чекнутый.","прич, м.р. ",(Везде),NonNone,#Общие ,NonNone,NonNone
Обезьянник,клетка для задержанных в районном отделении милиции (полиции).,"-а, м.",NonNone,"Отмудохают дубинкой по ребра и в обезьянник запихают. •  Пока сидели в обезьяннике - отрабатывали ритмические упражнения(ибо большинство драммеры). •  На час в местный обезьянник «до выяснения обстоятельств»  • Нас сунули не в банальный русский обезьянник, а типа во дворик такой. ",#Общие ,NonNone,NonNone
Обжабаный,Находящийся под воздействием надркотиков.,Глагол ,(Наркоманы),"Ты чем так обжабился?
Да он обжабаный. ",#Общие ,NonNone,NonNone
Обжать,в брейн-ринге  и «Своей игре» — опередить соперника в нажатии на кнопку .,сов. неперех. ,"(ИИ, сленг)",NonNone,#Сленг ,NonNone,NonNone
Обзац,"конец всему, неудача.","-а, м",NonNone,"Погода сегодня полный обзац! • Все из рук валится, это обзац какой-то. ",#Общие ,"Искажение, типичная ошибка, правильно: абзац.",абзац
Обзывательство,"слово, не обозначающее ничего конкретного, кроме того, что говорящий хочет оскорбить, обидеть, унизить слушающего.","-а, ср. ",(словарная категория),NonNone,#Общие ,NonNone,"инвектива, ругательство."
обидка,"Шуточная обида, не приводящая с особо плохим последствиям.","сущ., ж.р. ",(Молодёжь),Не хочешь гулять со мной? Обидка :-). ,#Общие #Интернет ,"Уменьшительно ласкательное от слова ""обида"".","Обида, недовольство."
обидки,обижаться.,"сущ, м.р ",(социум),я кинул тебе обидку. ,#Общие ,NonNone,NonNone
Обидулька,обида.,"-и, ж.",NonNone,"(1) Обидулька и печалька.  • Ну всё  —  обидулька большая и толстая!  • Я в обидульках.  • Ещё и на всякие обидульки (без «здрасьте-досвидания-спасибо») реагировать.  • Обидульки-капризульки. Ну я же маленькая.  • Экономическая обидулька от России это закрытая граница т.е. за месяц потери не сопоставимые со стоимостью спорного имущества.  • Высказывание против различных видов причесок может уже к обидулькам привести. (2) Ты всегда так часто обижаешься, обидулька?  • Вдруг, обидится, в этом возрасте все такие обидульки. ",#Общие ,NonNone,кинуть обидульки
обиженка,"Человек, который часто обижается на что-либо/кого-либо.","сущ., ж.р. ",(Быт),NonNone,#Общие ,NonNone,"Обиженный, надутый."
обиженка,Обидчивый человек.,"сущ., ж.р.",NonNone,NonNone,#Общие ,NonNone,обидчивый.
обирайтунг,"денежные поборы, неправомерные наценки.",сущ. м. р.,NonNone,"Услуге гудок - обирайтунг!!

просто хочу узнать как они могут кинуть меня сейчас у гроссе тройке новый обирайтунг.

Хотел бы я взглянуть в лицо тому, кто придумал этот обирайтунг!

Предлагаю всем собраться и вчинить коллективный иск, ибо этот обирайтунг уже действительно надоел. ",#Общие #Интернет ,"впервые прозвучало в ролике с необычной озвучкой отрывка фильма про Гитлера во фразе ""путен Мегафонен обирайтунг"". Далее стало существовать как полноценный неологизм. Окончание слова указывает на стилизацию под немецкую речь.",NonNone
Обкашлять,"обсудить, обговорить.",сов. перех.,NonNone,"По телефону, блин, тему не обкашлять...  • Надо еще как следует обкашлять все нюансы.  • Может в завтрева соберемся, обкашлять всё?  • Есть одна серьезная проблемка — хотелось бы с тобой ее обкашлять. ",#Общие ,NonNone,NonNone
Обкуренный,находящийся в состоянии наркотического или алкогольного опьянения.,"-ая, -ые",NonNone,"Ты че, обкуренный?  •  Да он по ходу обкуренный!  • Обкуренные алкаши кидают плиту с балкона.  •Пришёл пацик домой обкуренный в нуль.  • Обкуренного кандидата в депутаты Госдумы задержали в Екатеринбурге.  • С якутского лайнера сняли обкуренный экипаж.  • Едет байкер по трассе обкуренный, думает остановят менты спросят: «Почему глаза красные, обкурился?». ",#Общие ,NonNone,NonNone
Облажать,"обругать, резко раскритиковать, чаще всего в смысле несправедливо.",сов. перех.,NonNone,"Его облажали со всех сторон.  • Никому не позволю облажать Демчика!  • Всё хотите изначально облажать.  • Хотя облажать то дело нехитрое.  •  Газета «Известия» облажалась и меня облажала.  • Люди, не надо писать сюжет, в попытке качественно съязвить и облажать фильм! ",#Общие ,NonNone,"освистать, разнести в пух и прах."
Облажаться,"потерпеть неудачу, совершить ошибку.",сов. неперех. ,(музыка),"Как я сегодня на концерте облажался!..  • И вот, при таких дух захватывающих перспективах мы изволил облажаться там, где облажаться решительно нельзя.  • Как не облажаться на проекте.  • Как же можно было так облажаться?  •  Желание: не облажаться на концерте.  • Облажаться — святое право актера. ",#Общие #Музыка ,NonNone,"опозориться, опарафиниться."
Обламывать,"раздражать, огорчать, унижать.",несов. непрех. ,(хиппи),И что мне теперь саму себя обламывать? • Если парней постоянно обламывать! ,#Хиппи ,NonNone,NonNone
Обламываться,"разочаровываться, терпеть неудачу.",несов. неперех. ,(хиппи),"Пусть урод какой-нть с ней мутится, который обламываться любит постоянно. ",#Хиппи ,NonNone,NonNone
Облегчёнки,вид военной обуви — определёного типа ботинки.,"-ок, мн.",NonNone,"Купля-продажа — экипировка, амуниция, одежда, облегченки.  • А вот кто помнит, те облегчёнки афганские, так знает что подошва у них трескает на сгибе.  • Облегчёнки с подошвой из полиуретана, носились в Афгане с 87 по 89 гг.  •  Продам берцы облегченки и форму пиксель.  • Облегчёнки намокают, если, к примеру, в сыром лесу бегаешь? ",#Общие ,NonNone,NonNone
Обливион,компьютерная игра «Oblivion».,"-а, м. ","(геймеры, РПГ)","Снова и снова вы будете с боем прорываться в Обливион в надежде разрушить чары, связывающие врата с Тамриэлем и, таким образом, уничтожить сами врата. ",#Геймеры #РПГ ,NonNone,NonNone
обливионщик,Игроки которые играют только в the elder scrolls IV OBLIVION ( 2006 ).,"сущ., м.р ",(геймеры),NonNone,#Геймеры #РПГ ,NonNone,NonNone
Облимониться,разбогатеть.,"глаг., сов. вид.",NonNone,"Не грусти, товар толкнем и облимонимся.  • Главное в бизнесе — успеть «облимониться», то есть заработать первый миллион. • Все мечтают облимониться и купить дом в Подмосковье. ",#Общие ,От лимон = миллион.,NonNone
О мой глоб,"Слова из мультфильма ""время приклученийи"" а точнее фиолетового облочка так называемый пупыркой.",О мой бог ,(О господи),О мой глоб как я красива. ,#Общие ,NonNone,"О мой бог,о господи,ого."
О так ота,"возглас при выражении удивления, чаще — приятного.",междометие,NonNone,"О так ота! Действительно вопрос отпал.  • И тада в результате получиться что-то волшебное, о так ота! • Всё будет о так ота. ",#Общие ,NonNone,"(1) ну и ну, вот это да. (2) вот так вот."
О чем парле,"что за странный вопрос, это же само собой разумеется; правильно; выражение согласия.",NonNone,NonNone,"О чем парле! То событие, что вы таскаете шкуру?  • О чем парле! аннотирует происходящее собственной персоной туроператор?  • Согласный, оно неблаговидное, топкое, о чем парле!  • О чем парле! престижные институты?  • О чем парле! Мы, нас возьмите, мы что — не люди?  • Мотор «прокачали», о чем парле!  •  Они всегда идут на казино чтобы забавы и, о чем парле!, они всегда ждут проиграть.  • О чем парле! Володя?, — осведомилась я. ",#Общие ,NonNone,NonNone
о5,"опять, снова, заново — повтор чего-либо.",нареч.,NonNone,"Сорри, что о5 не вышло.  • Зенит о5 проиграл Спартаку!   • И о5 пришел ко мне, а я, дура, простила!  • Я о5 был неправ.  • При подключении девайсов комп о5 будет заражен вирусом. ",#Общие ,NonNone,снова.
Обалдайс,"изумление, эмоциональная реакция на внезапное, необычное, экстравагантное событие.","-а, ср.",NonNone,"На пару мнгновений обалдайс появилось на лицах незнакомцев. • Только и знает вызывает обалдайс.  • Представляете мое обалдайс, когда я узнал...  •  Брюссель выражает обалдайс по поводу реакции Москвы.  • Многих приведёт в обалдайс круглая сенсорная дорожка. ",#Общие ,NonNone,"обалдение, отпад."
Обалдемон,"что-либо необычайное, потрясающее, шокирующее.","-а, м.",NonNone,Обалдемонами я называю в шутку шокирующие мой мозг подробности личной жизни некоторых людей.  • Обалдемон и мелкий потряс.  • Обалдемон будет полнейший!  • Обалдемон - гениально!  • Все просто обалдемон! ,#Общие ,NonNone,NonNone
Обалденный,"удивительный, поражающий, восхитительный.",NonNone,NonNone,Какое у тебя обалденное платье! ,#Общие ,NonNone,"офигенный, афигенный, мегаклёвый."
обалдеть,Удивление какой-нибудь фразе.,NonNone,NonNone,"Обалдеть какие картинки! Обалдеть, какой наглый мужик!! ",#Общие ,NonNone,NonNone
Обалдец,возглас выражения эмоций.,нескл.,NonNone,"Слово в лексиконе есть замечательное «обалдец» (это она скрестила обалдеть и капец).  • Фильмец-обалдец.  • Да, цена просто обалдец!  • Зайцы - просто обалдец.  • Виталя, ты зря не приехал, каша была обалдец!  • В кинотеатрах мне нравится практически любой фильм, но этот — просто нереальный обалдец! ",#Общие ,NonNone,NonNone
обаснуй,"докажи свою точку зрения, предоставь аргументы.","гл., повел. накл.",NonNone,обаснуй свои слова. ,#Геймеры ,NonNone,"докажи, аргументируй."
Обаце,"оценка ситуации как неожиданной, непредвиденной, возглас выражения удивления от внезапности чего-л.",междометие и предикатив ,(гопники),"Обаце, а пацанчики уже в курсе!  • Обаце! Тётка нарисовалась! Надо рвать когти!  • Обаце, какие люди!  • Обаце, знакомое лицо.  • Обаце, Гришу замели. ",#Гопники ,NonNone,опаце
Обджекторы,"отказники от военной службы, современный вариант радикальных эко-пацифистов.",NonNone,NonNone,NonNone,#Общие ,NonNone,NonNone
Обдирон,высокие нечестные цены.,"-а, м.",NonNone,"Всюду обдирон!  • Ну это я понимаю что очередной обдирон… но как то необходимо рассмотреть вообще всю «концепцию налогов».  •  Постоянное хамство и обдирон.  • У нас в крови гульнуть на эти праздники, несмотря на обдирон.  • Посоветуйте сервис по аудюшным дизелям нормальный, с хорошим отношением и без обдирона. ",#Общие ,NonNone,NonNone
Обдолбаннный,находящийся в состоянии наркотического опьянения.,"-ая, -ые",NonNone,Приходит обдолбанный нарик в татуировочную мастерскую к такому же обдолбанному мастеру.  • Обдолбанный мужик в магазине.  • На складе сидит наглухо обдолбанный смотритель за складом.  • Очередной обдолбанный водитель.  • Идет торч по улице обдолбанный. ,#Наркоманы ,NonNone,NonNone
обдолбанный,"Человек, который находится в наркотическом опьянении.",прил.,NonNone,NonNone,#Наркоманы ,NonNone,Обкуренный.
Обдолбыш,человек в состоянии наркотического опьянения; наркоман.,"-а, м",NonNone,"Гайцы остановили очередного обдолбыша (ну или пьянь).  • Обдолбыш в голом виде устроил беспредел в Ставрополе!  • Сосед-обдолбыш вчера звонил.  •  Ну что за бред, что за обдолбыш писал?!  • А поступить в высшее учебное заведение может и обдолбыш?  • Через полчаса, когда обдолбыш устал стучать и ушел, приехала милиция. ",#Общие ,NonNone,NonNone
обдолбыш,"Человек, который принял много, чересчур наркотиков.","сущ.,м.р.",NonNone,NonNone,#Общие ,NonNone,наркоман.
обезбашенная,сумасшедшая.,прилагательное,NonNone,"Эта тян обезбашенная, не связывайся с ней. ",#Общие ,NonNone,NonNone
обезбашенный,"Сумасшедший, чекнутый.","прич, м.р. ",(Везде),NonNone,#Общие ,NonNone,NonNone
Обезьянник,клетка для задержанных в районном отделении милиции (полиции).,"-а, м.",NonNone,"Отмудохают дубинкой по ребра и в обезьянник запихают. •  Пока сидели в обезьяннике - отрабатывали ритмические упражнения(ибо большинство драммеры). •  На час в местный обезьянник «до выяснения обстоятельств»  • Нас сунули не в банальный русский обезьянник, а типа во дворик такой. ",#Общие ,NonNone,NonNone
Обжабаный,Находящийся под воздействием надркотиков.,Глагол ,(Наркоманы),"Ты чем так обжабился?
Да он обжабаный. ",#Общие ,NonNone,NonNone
Обжать,в брейн-ринге  и «Своей игре» — опередить соперника в нажатии на кнопку .,сов. неперех. ,"(ИИ, сленг)",NonNone,#Сленг ,NonNone,NonNone
Обзац,"конец всему, неудача.","-а, м",NonNone,"Погода сегодня полный обзац! • Все из рук валится, это обзац какой-то. ",#Общие ,"Искажение, типичная ошибка, правильно: абзац.",абзац
Обзывательство,"слово, не обозначающее ничего конкретного, кроме того, что говорящий хочет оскорбить, обидеть, унизить слушающего.","-а, ср. ",(словарная категория),NonNone,#Общие ,NonNone,"инвектива, ругательство."
обидка,"Шуточная обида, не приводящая с особо плохим последствиям.","сущ., ж.р. ",(Молодёжь),Не хочешь гулять со мной? Обидка :-). ,#Общие #Интернет ,"Уменьшительно ласкательное от слова ""обида"".","Обида, недовольство."
обидки,обижаться.,"сущ, м.р ",(социум),я кинул тебе обидку. ,#Общие ,NonNone,NonNone
Обидулька,обида.,"-и, ж.",NonNone,"(1) Обидулька и печалька.  • Ну всё  —  обидулька большая и толстая!  • Я в обидульках.  • Ещё и на всякие обидульки (без «здрасьте-досвидания-спасибо») реагировать.  • Обидульки-капризульки. Ну я же маленькая.  • Экономическая обидулька от России это закрытая граница т.е. за месяц потери не сопоставимые со стоимостью спорного имущества.  • Высказывание против различных видов причесок может уже к обидулькам привести. (2) Ты всегда так часто обижаешься, обидулька?  • Вдруг, обидится, в этом возрасте все такие обидульки. ",#Общие ,NonNone,кинуть обидульки
обиженка,"Человек, который часто обижается на что-либо/кого-либо.","сущ., ж.р. ",(Быт),NonNone,#Общие ,NonNone,"Обиженный, надутый."
обиженка,Обидчивый человек.,"сущ., ж.р.",NonNone,NonNone,#Общие ,NonNone,обидчивый.
обирайтунг,"денежные поборы, неправомерные наценки.",сущ. м. р.,NonNone,"Услуге гудок - обирайтунг!!

просто хочу узнать как они могут кинуть меня сейчас у гроссе тройке новый обирайтунг.

Хотел бы я взглянуть в лицо тому, кто придумал этот обирайтунг!

Предлагаю всем собраться и вчинить коллективный иск, ибо этот обирайтунг уже действительно надоел. ",#Общие #Интернет ,"впервые прозвучало в ролике с необычной озвучкой отрывка фильма про Гитлера во фразе ""путен Мегафонен обирайтунг"". Далее стало существовать как полноценный неологизм. Окончание слова указывает на стилизацию под немецкую речь.",NonNone
Обкашлять,"обсудить, обговорить.",сов. перех.,NonNone,"По телефону, блин, тему не обкашлять...  • Надо еще как следует обкашлять все нюансы.  • Может в завтрева соберемся, обкашлять всё?  • Есть одна серьезная проблемка — хотелось бы с тобой ее обкашлять. ",#Общие ,NonNone,NonNone
Обкуренный,находящийся в состоянии наркотического или алкогольного опьянения.,"-ая, -ые",NonNone,"Ты че, обкуренный?  •  Да он по ходу обкуренный!  • Обкуренные алкаши кидают плиту с балкона.  •Пришёл пацик домой обкуренный в нуль.  • Обкуренного кандидата в депутаты Госдумы задержали в Екатеринбурге.  • С якутского лайнера сняли обкуренный экипаж.  • Едет байкер по трассе обкуренный, думает остановят менты спросят: «Почему глаза красные, обкурился?». ",#Общие ,NonNone,NonNone
Облажать,"обругать, резко раскритиковать, чаще всего в смысле несправедливо.",сов. перех.,NonNone,"Его облажали со всех сторон.  • Никому не позволю облажать Демчика!  • Всё хотите изначально облажать.  • Хотя облажать то дело нехитрое.  •  Газета «Известия» облажалась и меня облажала.  • Люди, не надо писать сюжет, в попытке качественно съязвить и облажать фильм! ",#Общие ,NonNone,"освистать, разнести в пух и прах."
Облажаться,"потерпеть неудачу, совершить ошибку.",сов. неперех. ,(музыка),"Как я сегодня на концерте облажался!..  • И вот, при таких дух захватывающих перспективах мы изволил облажаться там, где облажаться решительно нельзя.  • Как не облажаться на проекте.  • Как же можно было так облажаться?  •  Желание: не облажаться на концерте.  • Облажаться — святое право актера. ",#Общие #Музыка ,NonNone,"опозориться, опарафиниться."
Обламывать,"раздражать, огорчать, унижать.",несов. непрех. ,(хиппи),И что мне теперь саму себя обламывать? • Если парней постоянно обламывать! ,#Хиппи ,NonNone,NonNone
Обламываться,"разочаровываться, терпеть неудачу.",несов. неперех. ,(хиппи),"Пусть урод какой-нть с ней мутится, который обламываться любит постоянно. ",#Хиппи ,NonNone,NonNone
Облегчёнки,вид военной обуви — определёного типа ботинки.,"-ок, мн.",NonNone,"Купля-продажа — экипировка, амуниция, одежда, облегченки.  • А вот кто помнит, те облегчёнки афганские, так знает что подошва у них трескает на сгибе.  • Облегчёнки с подошвой из полиуретана, носились в Афгане с 87 по 89 гг.  •  Продам берцы облегченки и форму пиксель.  • Облегчёнки намокают, если, к примеру, в сыром лесу бегаешь? ",#Общие ,NonNone,NonNone
Обливион,компьютерная игра «Oblivion».,"-а, м. ","(геймеры, РПГ)","Снова и снова вы будете с боем прорываться в Обливион в надежде разрушить чары, связывающие врата с Тамриэлем и, таким образом, уничтожить сами врата. ",#Геймеры #РПГ ,NonNone,NonNone
обливионщик,Игроки которые играют только в the elder scrolls IV OBLIVION ( 2006 ).,"сущ., м.р ",(геймеры),NonNone,#Геймеры #РПГ ,NonNone,NonNone
Облимониться,разбогатеть.,"глаг., сов. вид.",NonNone,"Не грусти, товар толкнем и облимонимся.  • Главное в бизнесе — успеть «облимониться», то есть заработать первый миллион. • Все мечтают облимониться и купить дом в Подмосковье. ",#Общие ,От лимон = миллион.,NonNone
Облипосы,"джинсы, брюки, штаны  ооооочень узкие, почти как колготки или леггинсы (лосины).","-ов, мн.",NonNone,"Вчера присмотрел себе крутые облипосы.  • Обязательно возьму себе эти узкачи.  • Нереально классных черно-причерных облипосов\слимов как хотите так и называйте, лишь бы были!  • Просто я люблю чтоб сильно в облипос были (чтоб прям натягивать изо всех сил) и ещё без ремня люблю носить.  • Облипос  глэмера всякие носили, не надо тут пипл путать. ",#Общие ,NonNone,узкачи.
Облом,"неудачное завершение ситуации, которая могла завершиться удачно.","-а, м. ",(хиппи),NonNone,#Хиппи ,NonNone,NonNone
Облом,"лень, нежелание предпринимать какие-либо действия.","-а, м",NonNone,NonNone,#Общие ,NonNone,NonNone
Обломайтесь,см. облом.,"глаг., повел. наклон.",NonNone,NonNone,#Общие ,NonNone,NonNone
Обломалка,"нечто, создаваемое с целью обломать.","-и, ж.",NonNone,NonNone,#Общие ,NonNone,нагрузилка.
Обломать,"доставить человеку неприятные эмоции, заставить переживать.",сов. неперех. ,(хиппи),"Смысл игры в том,чтоб обломать мечтателя.  • Её обломает сам мужчина, сбежавший к очередной пассии. • А может быть у вас есть свои способы обломать соперницу, да покруче?  • Ну вобщем надо обломать друг друга и сделать это максимум смешно!  • Ты должен(а) обломать другого человека, а потом тебя обломают. ",#Хиппи ,NonNone,NonNone
Обломаться,разочароваться в своих ожиданиях.,сов. неперех.,NonNone,"Девчонки жутко обломались.  • Никому не посоветую так обломаться в жизни.  • Прийти, увидеть, обломаться.  • Блин так обломаться... думала мы встречаемся...  •  Какой интернет проект замутить, чтобы не обломаться? ",#Общие ,NonNone,"усохнуть, уйти в подполье, уйти в осадок, скинуться в тюбик."
Обломинго,"мифическая птица, прилетающая с неудачей.",нескл.,NonNone,"Живет на свете такая птица, Обломинго называется.  • Обломинго - розовая птица.  • Птичка обломинго пролетела.  • Подхожу, а магазин закрыт, Ну что же, здравствуй, злая птица Обломинго.  • Поиграем в обломинго?  • Обломинго задела меня крылом.  • Торговая война: украинский «Рошен» посетила птица «Обломинго».  • О счастье прогула и птицах обломинго. ",#Общие ,NonNone,NonNone
Обломист,"лентяй, человек которому всё в лом.","-а, м. ",(хиппи),"(1) Обломисты — кому в облом пойти и купить карточку вебмани. •  Картошка — обломист, бездельник и тормоз по жизни. • Любимый вопрос всех обломистов — анафига?(2) Побили Стаса, написали чернилами на лбу «обломист» и выкинули в окно. • Что царь — обломист и урод!  • Москва прост реально заколебала: обломисты все нах.  • Похотливый многоженец, обломист женской дружбы! ",#Общие ,NonNone,NonNone
Обломится,"перепадёт что-то, достанется без особого труда, по везению, случайно.",сов. перех. будущего времени,NonNone,"От его щедрот что-нибудь и нам обломится.  • Ничего не обломится.  • Ищите, и обломится вам!  • Что обломится Путину от украинских выборов?  • С этих выборов электорату мало что обломится.  • А вон тот пошел наверх, а тому квартиру дали, Ну а этому никак не обломится жильё. ",#Общие ,NonNone,NonNone
Обломиться,"потерпеть поражение, неудачу; испытать  несбывшиеся надежды, ожидания.",сов. неперех.,NonNone,"Как мужчине не обломиться в сексе?  • Разного рода тайные ходы, теневые влияния, мафиозные схемы, попытки пролезть без мыла известно куда - все это будет обламываться.  • Главное в жизни — не обламываться!  • Чёртова страна, Обама должен обломиться. ",#Общие ,NonNone,NonNone
Обломный,неприятный.,"-ая, -ое, -ые ",(хиппи),"По ощущениям, обломный какой-то период наступил. ",#Хиппи ,NonNone,NonNone
облучка,"компьютерный клуб,интернет кафе и т.д.",сущ ,(геймеры),"что погнали в облучку, в контру погамаем!!! и т.п. ",#Геймеры ,NonNone,NonNone
Облучь,"характеризует человека, активно играющего  в комп.",NonNone,(геймеры),"Облучь рассказывает о своей любимой игре Lineg 2  • Вы все нубы, я самый облучь!  • Не пожалеете, он её тот облучь.  •  Я не такой облучь как ты сидеть по 207.  • Бритва тебе а не опыт и так как чаешся как бешенный так что набьеш! Облучь мля! ",#Геймеры ,"происходит от слова ""облучаться"", так как электроннолучевые мониторы облучают ренгеновским излучением, хотя оно ничтожно и его можно не опасаться. Но тема радиации после 86-го года в обществе была ""на ушах"" и геймеров которые много времени проводили близко к компу, (т.е. постоянно облучались монитором) называли облучами.",геймер.
Обмажоренный,"то же что мажор, мажоры — люди, ведущие роскошный образ жизни.","-ая, -ые",NonNone,"Отель отличный, если ты обмажоренный.  •  Двигался на электроне и пешком и приехал раньше обмажоренных сотоварищей.  • Обидно то, что обмажоренные хачи, мусора, и шишки всякие как гоняли в плёнке так и будут гонять.  • Быдло обмажоренное, ужас, товарищи, в какой стране нам довелось жить.  • Не думаю, что смогу получить кайф от общения с обмажоренными туристами, способными выкинуть почти штуцер за несколько дней тусни. ",#Общие ,NonNone,NonNone
